metric,mean_alt,mean_null,diff_mean,diff_ci_low,diff_ci_high,p_two_sided,cohens_d,n_alt,n_null,layer,q_value
G,0.9914954692825438,0.9884990505330147,0.0029964187495291617,0.002688870234929419,0.0032745284751295955,0.0,2.8794869581040397,100,100,0,0.0
G,0.9884843684543694,0.9859338239540183,0.002550544500351082,0.002003148104439784,0.003085516865586646,0.0,1.3055644547755356,100,100,1,0.0
G,0.973332193420993,0.973236065541468,9.612787952495427e-05,-0.001036821198345364,0.0011959204612032482,0.908,0.023210246413510226,100,100,2,0.908
G,0.9635512285856974,0.9613854183422194,0.0021658102434780613,0.0006987368103293451,0.003734169056988201,0.012,0.37076710249588857,100,100,3,0.014400000000000001
G,0.9492375296869922,0.944491786882991,0.004745742804001196,0.0024073804595521027,0.006875988542962388,0.0,0.604719145515243,100,100,4,0.0
G,0.9466550149695269,0.9399784396437427,0.00667657532578414,0.004303139997971434,0.009029551469924837,0.0,0.8383748321448139,100,100,5,0.0
G,0.9404324980917432,0.9310205304594267,0.009411967632316554,0.00688892491161818,0.011882589510012032,0.0,1.068699013469479,100,100,6,0.0
G,0.9229401365272583,0.9129129741532462,0.010027162374012022,0.007015445189284186,0.012928066496255247,0.0,0.9451586469066642,100,100,7,0.0
G,0.903414543836836,0.8977368333945199,0.00567771044231602,0.002329865691184094,0.00904416106578597,0.004,0.46732165804653253,100,100,8,0.005333333333333333
G,0.8808039873739084,0.871606160824261,0.009197826549647403,0.004979493885368983,0.01351358105087328,0.0,0.5917289273197444,100,100,9,0.0
G,0.8428713096564724,0.8470789111261329,-0.004207601469660482,-0.009926392053824232,0.0014821546050408669,0.144,-0.20123086862092235,100,100,10,0.15709090909090906
G,0.7841710322172869,0.8480843993633512,-0.06391336714606433,-0.07165146074953745,-0.057062258997429414,0.0,-2.4712703437333414,100,100,11,0.0
