metric,mean_alt,mean_null,diff_mean,diff_ci_low,diff_ci_high,p_two_sided,cohens_d,n_alt,n_null,layer,level_from,level_to,q_value
G,0.9695040878421731,0.9305154196653102,0.03898866817686297,0.037724359412266484,0.0403861687352377,0.0,7.825504511434158,100,100,5,2,3,0.0
G,0.9501277772590284,0.9449771331269591,0.0051506441320693375,0.004016586756422563,0.0063196296961890025,0.0,1.1854470222789986,100,100,5,3,4,0.0
G,0.9517506364200795,0.9507644497014227,0.0009861867186568007,-8.747434038962054e-05,0.002055956214879083,0.064,0.2555647835022764,100,100,5,4,5,0.06520754716981132
G,0.9344806850155196,0.943259727610955,-0.008779042595435382,-0.010089983609129155,-0.007584161303759701,0.0,-1.888660439135352,100,100,5,5,6,0.0
G,0.9309655443765813,0.9440870818978264,-0.013121537521245119,-0.014725156524363531,-0.01168738761883615,0.0,-2.4170966495816324,100,100,5,6,7,0.0
G,0.9333684935749522,0.9439965319652406,-0.010628038390288364,-0.01165993982778189,-0.009514412757399655,0.0,-2.615075716982209,100,100,5,7,8,0.0
G,0.9525886566435534,0.9511555369893707,0.0014331196541826907,0.0006225927014196969,0.0022688580490646594,0.002,0.4753166454184216,100,100,5,8,9,0.0021176470588235292
G,0.9435959851703948,0.9298300409477857,0.013765944222609128,0.012457609674109762,0.015058962734954584,0.0,2.8196711030977335,100,100,5,9,10,0.0
G,0.9540888643051898,0.9236715574926799,0.03041730681250987,0.029232214773103345,0.031634127252194,0.0,6.78682153612782,100,100,6,1,2,0.0
G,0.9586418082841804,0.9204452016438757,0.038196606640304775,0.036530621847250214,0.039947003540124565,0.0,6.069659382205814,100,100,6,2,3,0.0
G,0.9350083686482339,0.9384802089768742,-0.003471840328640341,-0.004881223831373146,-0.0020603292676191435,0.0,-0.6634613560483089,100,100,6,3,4,0.0
G,0.942463903286154,0.9407299765736338,0.0017339267125202618,0.0005324332197861215,0.0031752385547711803,0.004,0.3646061072501893,100,100,6,4,5,0.004153846153846154
G,0.9266881763343774,0.9375155791356451,-0.010827402801267705,-0.0122310313234373,-0.009399441305760824,0.0,-2.165494541546202,100,100,6,5,6,0.0
G,0.916170022529742,0.9397126061637251,-0.023542583633983094,-0.025290914953358223,-0.021919958949763046,0.0,-3.912990426006511,100,100,6,6,7,0.0
G,0.916248694701327,0.9369608826438585,-0.02071218794253149,-0.02224073872062458,-0.019297732981897568,0.0,-4.0188161433527245,100,100,6,7,8,0.0
G,0.9468686811564462,0.943751274684119,0.0031174064723271666,0.0020731787946373093,0.00413734265207554,0.0,0.8239341967716101,100,100,6,8,9,0.0
G,0.9406714336791683,0.9242347558140754,0.01643667786509284,0.015081988327453555,0.017715813965965298,0.0,3.404000817095916,100,100,6,9,10,0.0
G,0.9468028890466879,0.9119973226974882,0.034805566349199624,0.03333755610773279,0.036303193723729546,0.0,6.5119386686750875,100,100,7,1,2,0.0
G,0.9421031476126778,0.9128309681126996,0.02927217949997818,0.02717439727966515,0.03142836627154829,0.0,3.852797188292091,100,100,7,2,3,0.0
G,0.9223161809548499,0.9294238952809856,-0.007107714326135661,-0.008789293383653096,-0.005383072089687854,0.0,-1.1102183203227258,100,100,7,3,4,0.0
G,0.9199892409429664,0.9293238016201388,-0.009334560677172421,-0.01116269339739317,-0.00758024025409238,0.0,-1.4216577734577733,100,100,7,4,5,0.0
G,0.9119299928654754,0.9251794467965762,-0.013249453931100774,-0.015173095879384663,-0.01117924986948797,0.0,-1.8721291462897582,100,100,7,5,6,0.0
G,0.902291444487988,0.9262849951580402,-0.023993550670052155,-0.026121459212520657,-0.02202329932749305,0.0,-3.1856221994136615,100,100,7,6,7,0.0
G,0.9044962518678772,0.9268109976355992,-0.022314745767721966,-0.023767050810075612,-0.020822031245794553,0.0,-4.158586258739588,100,100,7,7,8,0.0
G,0.9396125947156598,0.932437346887021,0.0071752478286388754,0.005746626142992017,0.008527297510786092,0.0,1.4691906267782542,100,100,7,8,9,0.0
G,0.9364893054304614,0.9161367167925077,0.02035258863795364,0.018920098494726405,0.021750468321298403,0.0,3.8558338444841485,100,100,7,9,10,0.0
G,0.9389509212554448,0.8920221320267707,0.04692878922867405,0.045131267866196506,0.04881902775808226,0.0,7.162224970752122,100,100,8,1,2,0.0
G,0.9241964757276907,0.897007179747025,0.027189295980665662,0.02471141025227682,0.02985674071047055,0.0,2.8586037654970067,100,100,8,2,3,0.0
G,0.9018958747230825,0.9149007800647192,-0.013004905341636674,-0.015251677031815203,-0.01066401823717707,0.0,-1.6374808764422466,100,100,8,3,4,0.0
G,0.9061238416414413,0.9168855622406044,-0.010761720599163027,-0.012954417804486496,-0.008611475958403161,0.0,-1.3455584482476237,100,100,8,4,5,0.0
G,0.8939395560541797,0.9089657184940482,-0.015026162439868429,-0.01741702958139631,-0.012534562009372108,0.0,-1.7127160817162186,100,100,8,5,6,0.0
G,0.8838382771923428,0.9129039483250133,-0.029065671132670556,-0.03175982064980837,-0.02622454739455432,0.0,-3.0934011746471057,100,100,8,6,7,0.0
G,0.891420418902049,0.92128855464572,-0.029868135743670976,-0.03183257850040736,-0.027897452248077236,0.0,-4.3759310284924124,100,100,8,7,8,0.0
G,0.9288188030189939,0.9198423719595348,0.008976431059459111,0.007277411211294008,0.010737188270605097,0.0,1.4081839087177794,100,100,8,8,9,0.0
G,0.9265737354514146,0.9055024316249386,0.02107130382647604,0.019450766799599,0.022735357255642574,0.0,3.6081007372736478,100,100,8,9,10,0.0
G,0.925314346820589,0.8756022116598631,0.04971213516072592,0.04756067832594825,0.05201107812742626,0.0,6.20003817740122,100,100,9,1,2,0.0
G,0.9051253579873888,0.8690016012215425,0.03612375676584634,0.03305410900486118,0.03934351748160643,0.0,3.049940128556676,100,100,9,2,3,0.0
G,0.8829140004804209,0.8927705706963462,-0.009856570215925342,-0.012785887702093407,-0.007122394283399572,0.0,-0.9894642049500785,100,100,9,3,4,0.0
G,0.8881309203609586,0.8998652063201346,-0.011734285959175916,-0.014720750332848403,-0.008725273802391395,0.0,-1.1240117672261545,100,100,9,4,5,0.0
G,0.8703133726829573,0.8757610223298035,-0.005447649646846187,-0.008698661270702249,-0.0017999732723193891,0.0,-0.4533728706228904,100,100,9,5,6,0.0
G,0.8563852275572127,0.8786588428531376,-0.022273615295924865,-0.025902508831177905,-0.018690402821191474,0.0,-1.6612494453393825,100,100,9,6,7,0.0
G,0.8746872769305633,0.9048336829949939,-0.030146406064430642,-0.03269865026690417,-0.02767930180008225,0.0,-3.4033570199934253,100,100,9,7,8,0.0
G,0.9197334625304692,0.912981857204248,0.006751605326221211,0.0046451499770084285,0.00871247658157188,0.0,0.9565474869379039,100,100,9,8,9,0.0
