metric,mean_alt,mean_null,diff_mean,diff_ci_low,diff_ci_high,p_two_sided,cohens_d,n_alt,n_null,layer,q_value
G,0.992035881128576,0.9887312795841504,0.0033046015444255783,0.00306320522699578,0.0035594308629628923,0.0,3.715431507814935,100,100,0,0.0
G,0.9905463416070219,0.9867601562752608,0.003786185331761116,0.0034489827159140452,0.004133894121741449,0.0,2.95098842645146,100,100,1,0.0
G,0.9807743055337952,0.9678982022489819,0.012876103284813256,0.011563547528145045,0.014110988009046824,0.0,2.916075034957974,100,100,2,0.0
G,0.9663204282829686,0.9447420812206611,0.021578347062307546,0.019689570047682736,0.023501374840700896,0.0,3.142039179097317,100,100,3,0.0
G,0.9496032214765511,0.9214214736805075,0.028181747796043544,0.02588131248201202,0.03030292913851059,0.0,3.535726864982569,100,100,4,0.0
G,0.9431024139400512,0.9170798862349419,0.026022527705109377,0.02355458290981382,0.028451468377868036,0.0,3.01108556582674,100,100,5,0.0
G,0.9316149728563097,0.9082271809961113,0.023387791860198348,0.02080569433710646,0.026190065774759318,0.0,2.3419557037875736,100,100,6,0.0
G,0.9275303623723608,0.8920997997139183,0.035430562658442466,0.03201085928995467,0.03864255345801961,0.0,2.8960806327112967,100,100,7,0.0
G,0.9185252731593827,0.8742135242658946,0.0443117488934881,0.04060316632395951,0.047960264075038846,0.0,3.329168165570171,100,100,8,0.0
G,0.9075209814144505,0.8545181401655788,0.05300284124887167,0.04815412228695235,0.057904882786884285,0.0,2.984056531901709,100,100,9,0.0
G,0.8967560578726587,0.8267667461572185,0.0699893117154402,0.06302074333412784,0.0767449921671835,0.0,2.7428299327981867,100,100,10,0.0
G,0.8653216226119844,0.7723628845224304,0.09295873808955402,0.08300222787465052,0.10177475382733568,0.0,2.6601813108293797,100,100,11,0.0
