metric,mean_alt,mean_null,diff_mean,diff_ci_low,diff_ci_high,p_two_sided,cohens_d,n_alt,n_null,layer,q_value
G,0.9916172503048466,0.9887312795841504,0.002885970720696185,0.0026511394748729433,0.0031195695613348367,0.0,3.4028806588369394,100,100,0,0.0
G,0.9894189221083171,0.9867601562752608,0.0026587658330562425,0.002328818796610324,0.0029925963640802717,0.0,2.1822910481472455,100,100,1,0.0
G,0.976873962979941,0.9678982022489819,0.00897576073095907,0.007656240233791039,0.010256380218433172,0.0,2.0056310369013444,100,100,2,0.0
G,0.9652582121500893,0.9447420812206611,0.020516130929428278,0.01866195495708145,0.02244945021716354,0.0,3.034760655317594,100,100,3,0.0
G,0.953700465953066,0.9214214736805075,0.03227899227255848,0.02993431268757763,0.03442555040019353,0.0,4.027853518744441,100,100,4,0.0
G,0.9470459246625975,0.9170798862349419,0.02996603842765566,0.027459817093882725,0.032413329183156626,0.0,3.395715915468177,100,100,5,0.0
G,0.9447985301552311,0.9082271809961113,0.03657134915911975,0.03400849921833437,0.039394477690910173,0.0,3.6745160097513483,100,100,6,0.0
G,0.9326023193503182,0.8920997997139183,0.04050251963639995,0.036959962733609915,0.043681904334657795,0.0,3.272146582979736,100,100,7,0.0
G,0.9239687909252114,0.8742135242658946,0.049755266659316844,0.04605817534225816,0.05338670835640465,0.0,3.7362013926863713,100,100,8,0.0
G,0.9162437754420061,0.8545181401655788,0.06172563527642727,0.05669706934498897,0.06661718718714651,0.0,3.4416478702907187,100,100,9,0.0
G,0.9020543977362767,0.8267667461572185,0.07528765157905826,0.06792540354224907,0.08196272511732967,0.0,2.921140582330514,100,100,10,0.0
G,0.8664560637294302,0.7723628845224304,0.09409317920699978,0.08451230153131001,0.10269352301135652,0.0,2.673283887910011,100,100,11,0.0
