metric,mean_alt,mean_null,diff_mean,diff_ci_low,diff_ci_high,p_two_sided,cohens_d,n_alt,n_null,layer,q_value
pc1,0.2721835491061211,0.26116094887256625,0.011022600233554836,0.010796371728181823,0.011279556274414078,0.0,12.237504490852437,100,100,0,0.0
pc1,0.2544267651438713,0.25076965436339377,0.003657110780477535,0.0034104585386812796,0.003895331241190457,0.0,4.112572414593562,100,100,1,0.0
pc1,0.262582474052906,0.247500419318676,0.015082054734230022,0.014734049655497084,0.015398404940962764,0.0,12.490539254110839,100,100,2,0.0
pc1,0.25953955829143527,0.24551850140094758,0.014021056890487688,0.01330246864259241,0.014780004411935811,0.0,5.421785316396858,100,100,3,0.0
pc1,0.2607954895496368,0.25012353181838987,0.010671957731246962,0.009466983918100556,0.011846094049513343,0.0,2.4531018360840244,100,100,4,0.0
pc1,0.27041376441717146,0.2570804676413536,0.013333296775817849,0.012008611455559754,0.014796627193689339,0.0,2.632264948006073,100,100,5,0.0
pc1,0.2788580283522606,0.2630822420120239,0.015775786340236686,0.014048783481121074,0.017558499455451963,0.0,2.4734261979512207,100,100,6,0.0
pc1,0.2867738771438599,0.2638984808325768,0.022875396311283103,0.020722511254250953,0.024879473626613597,0.0,3.0297715678598243,100,100,7,0.0
pc1,0.291484163403511,0.26143993511796,0.030044228285551033,0.0274789192713797,0.032547332573682045,0.0,3.3404583666126206,100,100,8,0.0
pc1,0.29428626984357836,0.27685231119394305,0.017433958649635317,0.014276510857045642,0.020910390526056297,0.0,1.4903515480862295,100,100,9,0.0
pc1,0.285441047847271,0.3314981585741043,-0.04605711072683333,-0.050314773857593545,-0.04199732770770791,0.0,-3.1245321594408644,100,100,10,0.0
pc1,0.3130993986129761,0.3717567405104637,-0.058657341897487614,-0.06644726853072644,-0.051274397309869525,0.0,-2.0924253426805537,100,100,11,0.0
pc2,0.20889054641127586,0.21967508375644684,-0.010784537345170986,-0.011058640070259576,-0.010520644426345831,0.0,-11.004543609851046,100,100,0,0.0
pc2,0.21526199325919151,0.2248689267039299,-0.009606933444738397,-0.010026115044951432,-0.009193662445992233,0.0,-6.474339692875351,100,100,1,0.0
pc2,0.2171001785993576,0.2270633028447628,-0.009963124245405214,-0.010455841574817897,-0.009511313591152419,0.0,-5.688524917388379,100,100,2,0.0
pc2,0.21051466405391694,0.22320819184184074,-0.012693527787923792,-0.01341781891509891,-0.012037823554128415,0.0,-5.13508959639766,100,100,3,0.0
pc2,0.2105807177722454,0.22669245287775994,-0.01611173510551453,-0.016903467115014784,-0.015252505261451013,0.0,-5.319264357890358,100,100,4,0.0
pc2,0.20148106753826142,0.22406017512083054,-0.02257910758256912,-0.02340494474396109,-0.021788714833557616,0.0,-7.69597001134993,100,100,5,0.0
pc2,0.19342681154608726,0.2213030758500099,-0.02787626430392265,-0.02875708528608083,-0.02700053630769251,0.0,-8.370676739328491,100,100,6,0.0
pc2,0.18819901078939438,0.2102160070836544,-0.022016996294260016,-0.022737556587904693,-0.021144461166113612,0.0,-7.138018978749394,100,100,7,0.0
pc2,0.1852862837910652,0.21210240244865416,-0.026816118657588955,-0.0278146448917687,-0.025696903105825186,0.0,-7.09528177159702,100,100,8,0.0
pc2,0.1834651079773903,0.20283180043101312,-0.019366692453622825,-0.020804047897458072,-0.017927261013537647,0.0,-3.6494635293265265,100,100,9,0.0
pc2,0.18519919574260713,0.18394676715135574,0.001252428591251381,-0.00035342596471310404,0.0028023471087217366,0.118,0.21390494687604086,100,100,10,0.118
pc2,0.18072957396507264,0.16504682376980778,0.015682750195264855,0.012739794462919271,0.018701720420271167,0.0,1.4255009102564582,100,100,11,0.0
