layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,left_out
1,81,0.26856231689453125,0.2058659791946411,0.1531631052494049,0.11979638040065765,0.09673911333084106,0.07775857299566269,0.04962832108139992,0.019540153443813324,0.000840366876218468,0.0006866721669211984,6,6,7,sentence.7
2,81,0.27716299891471863,0.20086315274238586,0.1494593620300293,0.11286728084087372,0.09558123350143433,0.07806087285280228,0.048753656446933746,0.020973488688468933,0.0016686113085597754,0.0014336660970002413,6,6,7,sentence.7
3,81,0.26630011200904846,0.20117662847042084,0.14929001033306122,0.11368167400360107,0.09040704369544983,0.08188999444246292,0.04606199264526367,0.023730125278234482,0.0031831737142056227,0.002361186547204852,6,6,8,sentence.7
4,81,0.261523962020874,0.19449231028556824,0.14823755621910095,0.1188257709145546,0.09008508920669556,0.07773569971323013,0.049522191286087036,0.024747520685195923,0.003955233376473188,0.002769103739410639,6,7,8,sentence.7
5,81,0.2689806818962097,0.18780645728111267,0.14968055486679077,0.12142862379550934,0.08461188524961472,0.0745125412940979,0.04741847515106201,0.023823464289307594,0.00493615260347724,0.003132325131446123,6,7,8,sentence.7
6,81,0.2661999464035034,0.1885085254907608,0.15294760465621948,0.1229318156838417,0.0784388929605484,0.0701599270105362,0.04618334025144577,0.025442255660891533,0.005464137997478247,0.004416102543473244,6,7,8,sentence.7
7,81,0.26604926586151123,0.1921030431985855,0.14917346835136414,0.11779437959194183,0.07648542523384094,0.0682099312543869,0.04540527984499931,0.025219013914465904,0.006875987164676189,0.005184092093259096,6,7,10,sentence.7
8,81,0.2626327574253082,0.19641351699829102,0.14322270452976227,0.11538023501634598,0.07857951521873474,0.06498247385025024,0.042350515723228455,0.025873515754938126,0.007956874556839466,0.005946280900388956,6,7,12,sentence.7
9,81,0.2528722584247589,0.19663964211940765,0.14633962512016296,0.11354300379753113,0.07362262904644012,0.06251349300146103,0.04244251176714897,0.02658664621412754,0.009308136068284512,0.008187037892639637,7,8,14,sentence.7
10,81,0.25805333256721497,0.1900475174188614,0.14745676517486572,0.10769964009523392,0.06773167848587036,0.055760014802217484,0.04431939870119095,0.02680746093392372,0.011263099499046803,0.00953464861959219,7,9,16,sentence.7
11,81,0.3594982326030731,0.18419712781906128,0.11656400561332703,0.08438552916049957,0.052449606359004974,0.04156705364584923,0.038499075919389725,0.02671077847480774,0.012297740206122398,0.010336990468204021,7,8,15,sentence.7
0,81,0.2512400448322296,0.20766958594322205,0.16380974650382996,0.11620502173900604,0.10242889821529388,0.07704371958971024,0.054987020790576935,0.018274813890457153,0.0006963968044146895,0.0006266742129810154,6,6,7,sentence.8
1,81,0.26861730217933655,0.2061789333820343,0.15313971042633057,0.12002631276845932,0.09660465270280838,0.07742475718259811,0.04950721189379692,0.019583817571401596,0.0008396625053137541,0.0007013591239228845,6,6,7,sentence.8
2,81,0.2769193649291992,0.20131148397922516,0.14898096024990082,0.11283819377422333,0.09556148946285248,0.07793240994215012,0.0486721470952034,0.020925238728523254,0.0017063959967345,0.001410253462381661,6,6,7,sentence.8
3,81,0.265985369682312,0.20041821897029877,0.14871691167354584,0.1144157350063324,0.08993261307477951,0.08151303231716156,0.046098947525024414,0.023751582950353622,0.0034985702950507402,0.002514057792723179,6,6,8,sentence.8
4,81,0.2620092034339905,0.1935843676328659,0.1471969485282898,0.11943990737199783,0.08944724500179291,0.07689912617206573,0.04946355149149895,0.024586979299783707,0.004358160775154829,0.0032554890494793653,6,7,8,sentence.8
5,81,0.2685963809490204,0.18871396780014038,0.14727923274040222,0.12206798046827316,0.0839017853140831,0.07407394796609879,0.04700896888971329,0.023625481873750687,0.005400508176535368,0.003612346714362502,6,7,8,sentence.8
6,81,0.265434592962265,0.1899987906217575,0.1495932638645172,0.1235329806804657,0.07817226648330688,0.0695340484380722,0.045784033834934235,0.02525918371975422,0.005963942967355251,0.005407760385423899,6,7,9,sentence.8
7,81,0.26606884598731995,0.1940157413482666,0.14534492790699005,0.11786222457885742,0.07622390985488892,0.0674617737531662,0.04494117200374603,0.024825172498822212,0.007056152448058128,0.005435538478195667,6,7,11,sentence.8
8,81,0.2645445764064789,0.19754506647586823,0.1389305740594864,0.11454319208860397,0.07825645804405212,0.06396587193012238,0.041805487126111984,0.025445988401770592,0.008416782133281231,0.006391427014023066,6,8,12,sentence.8
9,81,0.2559164762496948,0.1961592435836792,0.1412971466779709,0.11281638592481613,0.07370179891586304,0.061529215425252914,0.04179967939853668,0.026166992262005806,0.009745597839355469,0.008246335200965405,7,8,15,sentence.8
10,81,0.2614898979663849,0.18607459962368011,0.1433573067188263,0.10734153538942337,0.06763406842947006,0.054697323590517044,0.04370187968015671,0.02675233967602253,0.011796695180237293,0.01024165004491806,7,9,17,sentence.8
11,81,0.36290615797042847,0.17512135207653046,0.1160774901509285,0.08443479984998703,0.052683427929878235,0.040875375270843506,0.038432516157627106,0.026952987536787987,0.012570574879646301,0.010440130718052387,7,9,16,sentence.8
0,81,0.2512483298778534,0.2077869325876236,0.16391190886497498,0.11626118421554565,0.10240747034549713,0.07716411352157593,0.054729439318180084,0.018316948786377907,0.0007109241560101509,0.0006426983163692057,6,6,7,sentence.9
1,81,0.26914840936660767,0.20584645867347717,0.15316401422023773,0.119794562458992,0.09660690277814865,0.07762350142002106,0.04940949007868767,0.019547833129763603,0.0008062116685323417,0.0006687402492389083,6,6,7,sentence.9
2,81,0.277120977640152,0.20094361901283264,0.1488637775182724,0.11258844286203384,0.0956788957118988,0.07826630771160126,0.0485457219183445,0.020866192877292633,0.0015949129592627287,0.001429227297194302,6,6,7,sentence.9
3,81,0.2667807340621948,0.20050205290317535,0.14890775084495544,0.11374816298484802,0.090077705681324,0.08127042651176453,0.045859500765800476,0.0235527902841568,0.003233758034184575,0.0023799599148333073,6,6,8,sentence.9
4,81,0.2620645761489868,0.1935867965221405,0.14753402769565582,0.11892855912446976,0.08978649228811264,0.07683023810386658,0.04938486963510513,0.02439521811902523,0.003982469905167818,0.0031799799762666225,6,7,8,sentence.9
5,81,0.2698141038417816,0.18869411945343018,0.1478254795074463,0.12094634771347046,0.08410578221082687,0.07368037104606628,0.04686957225203514,0.02335495501756668,0.0049329837784171104,0.0034408760257065296,6,7,8,sentence.9
