metric,mean_alt,mean_null,diff_mean,diff_ci_low,diff_ci_high,p_two_sided,cohens_d,n_alt,n_null,layer,level_from,level_to,q_value
G,0.9470995260803473,0.9801072229359831,-0.03300769685563576,-0.035423139291706124,-0.030690669525249122,0.0,-3.848101363883922,100,100,0,1,2,0.0
G,0.9763561654885611,0.9745827512447797,0.0017734142437814127,0.0007936466347129578,0.0027416179443993105,0.002,0.4894260069736011,100,100,0,2,3,0.002297872340425532
G,0.9533387262579939,0.9783471954242577,-0.02500846916626387,-0.02718556892092485,-0.02264450942709551,0.0,-3.089682915746759,100,100,0,3,4,0.0
G,0.9562890896011911,0.9762353542333555,-0.019946264632164423,-0.022556427119104445,-0.01724414053327512,0.0,-2.049961941671173,100,100,0,4,5,0.0
G,0.9844747553108231,0.9735381184120974,0.010936636898725705,0.009249951660089111,0.012553298094856837,0.0,1.8632371431686312,100,100,0,5,6,0.0
G,0.9756852936427746,0.9519563040529924,0.0237289895897822,0.02050735896107949,0.02697891028459557,0.0,2.130584133956135,100,100,0,6,7,0.0
G,0.9811737765967847,0.9617527238546856,0.019421052742099154,0.017359291433767576,0.021403259983871874,0.0,2.727068149460653,100,100,0,7,8,0.0
G,0.9840050179882656,0.9824076716024723,0.0015973463857932302,0.0005082411087930367,0.0026834249000699637,0.0,0.3996094528471468,100,100,0,8,9,0.0
G,0.9730210364125077,0.977770478731583,-0.004749442319075259,-0.006285768045757353,-0.003339910001449834,0.0,-0.8745492007649542,100,100,0,9,10,0.0
G,0.9468335157594985,0.9217323249952186,0.025101190764279857,0.022451549091686625,0.027818931752490623,0.0,2.5880897390316178,100,100,1,1,2,0.0
G,0.9381108195668176,0.9279653800777972,0.010145439489020469,0.0076530576004750165,0.0125837911671709,0.0,1.1457658975458314,100,100,1,2,3,0.0
G,0.9299401846319911,0.9433497456983914,-0.013409561066400233,-0.016481511488391266,-0.010052699812336006,0.0,-1.126349355517694,100,100,1,3,4,0.0
G,0.9292386955860118,0.9406964111697107,-0.011457715583698902,-0.015103291433481858,-0.007627639958534466,0.0,-0.8294449899581976,100,100,1,4,5,0.0
G,0.945607379985707,0.9462851706667553,-0.0006777906810483403,-0.0035177090100353497,0.0023166018774232215,0.716,-0.06261978171097884,100,100,1,5,6,0.7364571428571429
G,0.9389764593201023,0.9391384019156298,-0.0001619425955274867,-0.0041164074715875215,0.0034633181632629565,0.942,-0.0119824486452268,100,100,1,6,7,0.942
G,0.9469274539673141,0.9533876319707387,-0.006460178003424577,-0.00891801504181712,-0.004244453978928761,0.0,-0.7381378574429021,100,100,1,7,8,0.0
G,0.9377392652876793,0.9421814613853183,-0.004442196097639073,-0.007201590721545753,-0.001964258334004741,0.0,-0.4609458089904104,100,100,1,8,9,0.0
G,0.9230645733442572,0.9435068178664124,-0.020442244522155262,-0.023509867575468916,-0.017298555587480474,0.0,-1.788207093313578,100,100,1,9,10,0.0
G,0.926483242409097,0.906318221935204,0.020165020473893014,0.016441389271557687,0.023643538632172823,0.0,1.630477612584248,100,100,2,1,2,0.0
G,0.9189522289487105,0.9159485013309926,0.003003727617717944,-5.886947058490461e-05,0.0060199333265542635,0.054,0.28208786427091054,100,100,2,2,3,0.060123711340206186
G,0.9176661585153094,0.9345327492985459,-0.01686659078323649,-0.020449826963269607,-0.013241499100341784,0.0,-1.3041534533346624,100,100,2,3,4,0.0
G,0.9292748107016087,0.9289548206121203,0.0003199900894883534,-0.0033130328678302842,0.003970716192998968,0.868,0.025438136484066398,100,100,2,4,5,0.8843773584905661
G,0.9262729184338973,0.9421088261273171,-0.015835907693419804,-0.019264149058799494,-0.012338338654015419,0.0,-1.2967080259292691,100,100,2,5,6,0.0
G,0.9313074210002309,0.9302822133879812,0.0010252076122496678,-0.0024319199456228568,0.004237086845496548,0.602,0.08228434949509822,100,100,2,6,7,0.6251538461538461
G,0.9348329658257584,0.936754123390667,-0.0019211575649086265,-0.004755866714448715,0.0007985186903725043,0.15,-0.19175156836192603,100,100,2,7,8,0.16363636363636364
G,0.9185759179956383,0.9333774214822148,-0.014801503486576495,-0.01798496128800872,-0.011985153573172196,0.0,-1.3128573795271774,100,100,2,8,9,0.0
G,0.9015552229583262,0.9320840941303303,-0.03052887117200409,-0.034252548021799556,-0.026523437043019318,0.0,-2.124848358851077,100,100,2,9,10,0.0
G,0.8677607995333179,0.88949430721809,-0.021733507684772113,-0.026000667028767473,-0.016973615514191416,0.0,-1.3111458725684948,100,100,3,1,2,0.0
G,0.9174865622326495,0.9055843409309311,0.011902221301718363,0.00902818450867399,0.014703967386176691,0.0,1.1306684696850382,100,100,3,2,3,0.0
G,0.8753518745653214,0.9207298021344913,-0.04537792756916992,-0.04946750870688812,-0.04132837635324833,0.0,-2.9146878030159047,100,100,3,3,4,0.0
G,0.8981396659764033,0.9190791365324503,-0.020939470556047057,-0.025275406220602727,-0.016976306446298783,0.0,-1.4414069836297672,100,100,3,4,5,0.0
G,0.918094597167439,0.9328788518522466,-0.014784254684807596,-0.01800618376737779,-0.011465193342878635,0.0,-1.2619625128936591,100,100,3,5,6,0.0
G,0.9200375425101274,0.8911061359516212,0.028931406558506123,0.02485714683700629,0.032764735504322996,0.0,2.064404170262725,100,100,3,6,7,0.0
G,0.9273205842650127,0.897149356114486,0.030171228150526752,0.02683162183087518,0.03293341397460982,0.0,2.713634322542704,100,100,3,7,8,0.0
G,0.8918125012313564,0.9240765822988654,-0.032264081067509,-0.03517550110539062,-0.02933160606981026,0.0,-2.96137358340576,100,100,3,8,9,0.0
G,0.8801504921260335,0.9071511682934232,-0.02700067616738977,-0.03155795500601356,-0.02229421325197057,0.0,-1.6102952852244494,100,100,3,9,10,0.0
G,0.8739903047789656,0.8907802585855363,-0.01678995380657078,-0.02131082785317589,-0.012472011561632586,0.0,-1.0347083796763943,100,100,4,1,2,0.0
G,0.919957490594141,0.9019881176324118,0.01796937296172918,0.015015097685430242,0.020649859570735667,0.0,1.6885331977811435,100,100,4,2,3,0.0
G,0.8951886418636827,0.9160568439629343,-0.020868202099251554,-0.025148920156298046,-0.01691970833761134,0.0,-1.4706901465172098,100,100,4,3,4,0.0
G,0.9219043468208541,0.9220295941957407,-0.00012524737488661675,-0.003574748329345018,0.0032006295881458007,0.92,-0.010764479169933562,100,100,4,4,5,0.9285981308411215
G,0.9041844644144413,0.9377411846513786,-0.03355672023693723,-0.03671197374088201,-0.03043217528754521,0.0,-2.8055811294477744,100,100,4,5,6,0.0
G,0.9105487597281972,0.9075336075382574,0.0030151521899397515,-0.0007099966775568928,0.006571535821672928,0.114,0.22851322249034167,100,100,4,6,7,0.1256326530612245
G,0.9180512857290488,0.9160665571699066,0.0019847285591422237,-0.0007743731983717306,0.004590791612059239,0.172,0.19524337705800668,100,100,4,7,8,0.18575999999999998
G,0.8804669708912334,0.9237431539675544,-0.04327618307632097,-0.04575951478063828,-0.04064818626463641,0.0,-4.457421764618552,100,100,4,8,9,0.0
G,0.88634881444914,0.9034498109935767,-0.017100996544436642,-0.02137851461785888,-0.012964552284339306,0.0,-1.131058556818327,100,100,4,9,10,0.0
G,0.8524917832707601,0.8784126980560165,-0.025920914785256377,-0.030798834196844926,-0.020772235014644362,0.0,-1.460083382374521,100,100,5,1,2,0.0
G,0.9049212840828631,0.8788941060692546,0.026027178013608543,0.02263323131648323,0.029013670164535814,0.0,2.2090514486471355,100,100,5,2,3,0.0
G,0.9053135893553023,0.8977714603349329,0.007542129020369326,0.0039751199284596885,0.01113717792206819,0.0,0.5845542671250488,100,100,5,3,4,0.0
G,0.9200488739316426,0.909137825048632,0.010911048883010532,0.0076228365236332305,0.013840098106955615,0.0,0.9651956727558042,100,100,5,4,5,0.0
G,0.8810316575292557,0.9215248484280374,-0.04049319089878167,-0.04411043207614679,-0.03699329436801022,0.0,-3.1882318572749027,100,100,5,5,6,0.0
