layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,boot_id
7,90,0.29396361112594604,0.22005847096443176,0.12807446718215942,0.08418942242860794,0.07633887231349945,0.04690426588058472,0.029392700642347336,0.017115529626607895,0.013001447543501854,0.011251167394220829,7,9,15,2
8,90,0.34176138043403625,0.18543298542499542,0.11862417310476303,0.0820559561252594,0.07857432216405869,0.044719792902469635,0.02465350180864334,0.01662636734545231,0.013026527129113674,0.0094999298453331,6,9,16,2
9,90,0.3110049068927765,0.2296251803636551,0.11814283579587936,0.08726877719163895,0.061894580721855164,0.03957270458340645,0.02891520783305168,0.013790013268589973,0.012444346211850643,0.011333170346915722,7,9,16,2
10,90,0.37263649702072144,0.219389870762825,0.11181317269802094,0.06881903111934662,0.051440637558698654,0.03816935047507286,0.026040589436888695,0.011896409094333649,0.011294106021523476,0.009685290977358818,6,8,15,2
11,90,0.5395196080207825,0.13832266628742218,0.08554524928331375,0.05967395007610321,0.03885344788432121,0.02384687028825283,0.021207155659794807,0.010866816155612469,0.007037578150629997,0.006587888579815626,5,7,14,2
0,90,0.2485106736421585,0.22077161073684692,0.19352123141288757,0.1173904612660408,0.08002450317144394,0.05400962382555008,0.034034572541713715,0.018599148839712143,0.009937050752341747,0.005554938688874245,5,6,8,3
1,90,0.3024305999279022,0.19329403340816498,0.17392097413539886,0.10386548191308975,0.07140213996171951,0.05371920019388199,0.02812119387090206,0.015611124224960804,0.0121892299503088,0.009168625809252262,6,7,9,3
2,90,0.26798444986343384,0.21296080946922302,0.1668659746646881,0.10811058431863785,0.07446163892745972,0.05540981516242027,0.027786023914813995,0.01553157065063715,0.012230388820171356,0.010125767439603806,6,7,10,3
3,90,0.2693398594856262,0.21935318410396576,0.15243542194366455,0.10091308504343033,0.0714472159743309,0.058194853365421295,0.024830490350723267,0.018157891929149628,0.01570006273686886,0.010508058592677116,6,8,11,3
4,90,0.26067671179771423,0.23010623455047607,0.1568192094564438,0.09698369354009628,0.07445798814296722,0.056875042617321014,0.02563002146780491,0.016505517065525055,0.01238968688994646,0.011044717393815517,6,7,12,3
5,90,0.24565790593624115,0.22833898663520813,0.14808136224746704,0.10019684582948685,0.07563614100217819,0.058359432965517044,0.0270500797778368,0.02284442074596882,0.014863157644867897,0.012080169282853603,6,8,13,3
6,90,0.24805320799350739,0.21756981313228607,0.14916518330574036,0.09202651679515839,0.08767298609018326,0.05634612590074539,0.026218615472316742,0.01744125597178936,0.01479393895715475,0.013989338651299477,6,9,14,3
7,90,0.2860032021999359,0.213347926735878,0.13515806198120117,0.08638712763786316,0.07433219999074936,0.04948025569319725,0.034216221421957016,0.018772877752780914,0.01431849505752325,0.012333117425441742,7,9,14,3
8,90,0.34537598490715027,0.18066613376140594,0.12162424623966217,0.0799565240740776,0.07914388924837112,0.04590941220521927,0.027653539553284645,0.01761815696954727,0.0134171387180686,0.010255931876599789,6,9,14,3
9,90,0.2917628288269043,0.24884620308876038,0.12406884878873825,0.08914027363061905,0.06171216070652008,0.04093095660209656,0.02982812002301216,0.013733710162341595,0.012019786983728409,0.011503471061587334,6,8,14,3
10,90,0.40290242433547974,0.2017873376607895,0.11228009313344955,0.06863929331302643,0.04994862154126167,0.037792932242155075,0.025469502434134483,0.012091800570487976,0.010771791450679302,0.009072346612811089,6,8,13,3
11,90,0.5440883636474609,0.12606094777584076,0.08736550062894821,0.06064988300204277,0.04064111411571503,0.024930167943239212,0.024228105321526527,0.01141292043030262,0.009007441811263561,0.007920519448816776,5,7,13,3
0,90,0.24626578390598297,0.2223033905029297,0.1953115016222,0.11851093173027039,0.08055052161216736,0.05448419973254204,0.03462205454707146,0.018672306090593338,0.011971835047006607,0.004890361335128546,5,6,7,4
