layer,G,boot_id
0,0.9920509372438703,0
1,0.9909730950991312,0
2,0.9833193023999532,0
3,0.9710012731097993,0
4,0.9533741786366418,0
5,0.9441669952301752,0
6,0.9327133893966675,0
7,0.9285343033926827,0
8,0.9188109494390941,0
9,0.908702844665164,0
10,0.8988513889766875,0
11,0.8751440559114728,0
0,0.991476039091746,1
1,0.9902273913224539,1
2,0.9805926084518433,1
3,0.9686782558759054,1
4,0.9564260840415955,1
5,0.9520218968391418,1
6,0.9433608253796896,1
7,0.9340859353542328,1
8,0.9265419046084086,1
9,0.9136852820714315,1
10,0.9031238257884979,1
11,0.8491530319054922,1
0,0.9912152091662089,2
1,0.9905469190506708,2
2,0.9822202750614711,2
3,0.97120030437197,2
4,0.9555236356598991,2
5,0.946889959630512,2
6,0.9379020390056428,2
7,0.931697150071462,2
8,0.9218365436508542,2
9,0.9104255948747907,2
10,0.8994561462175279,2
11,0.8761449910345531,2
0,0.9922139048576355,3
1,0.9899794816970825,3
2,0.9792709628740947,3
3,0.9620476365089417,3
4,0.9424068450927734,3
5,0.9360792318979899,3
6,0.9244552731513977,3
7,0.9209636211395263,3
8,0.9082320491472881,3
9,0.897597074508667,3
10,0.8842878580093384,3
11,0.8540966709454855,3
0,0.9918074488639832,4
1,0.9895564238230388,4
2,0.9791074275970459,4
3,0.9620174447695414,4
4,0.9425065716107687,4
5,0.9375125606854756,4
6,0.9254243652025859,4
7,0.9223930835723877,4
8,0.9129264712333679,4
9,0.9039835413297017,4
10,0.8916998982429505,4
11,0.8624184727668762,4
0,0.9921328703562419,5
1,0.9905935724576315,5
2,0.9805681029955546,5
3,0.9658376971880595,5
4,0.9509170373280843,5
5,0.9455401579538981,5
6,0.9328875621159871,5
7,0.9297544439633687,5
8,0.9225404103597005,5
9,0.9102724472681681,5
10,0.8995055397351582,5
11,0.8733155369758606,5
0,0.991078519821167,6
1,0.9901852766672771,6
2,0.9808173378308614,6
3,0.9694599111874899,6
4,0.9534034053484599,6
5,0.9464534838994344,6
6,0.9367115378379822,6
7,0.9329144914944967,6
8,0.9268158952395121,6
9,0.916465433438619,6
10,0.9089404185612996,6
11,0.886189337571462,6
0,0.9915588441349211,7
1,0.9898831872712999,7
2,0.9795485933621725,7
3,0.9635431482678368,7
4,0.9470072104817345,7
5,0.9398504410471235,7
6,0.9281019596826463,7
7,0.922731754325685,7
8,0.9109946915081569,7
9,0.8978310369309925,7
10,0.8850646217664083,7
11,0.8474562451952979,7
0,0.9903428196907044,8
1,0.9895232737064361,8
2,0.9801963865756989,8
3,0.9700221598148346,8
4,0.9546188652515412,8
5,0.9483478903770447,8
6,0.941137719154358,8
7,0.9348941385746002,8
8,0.9294870138168335,8
9,0.918810921907425,8
10,0.9101312279701232,8
11,0.889039009809494,8
0,0.9920547087987264,9
1,0.9915750821431478,9
2,0.9835170467694601,9
3,0.9733088731765747,9
4,0.9574944297472636,9
5,0.9485675652821859,9
6,0.9383660475413005,9
7,0.9336712598800659,9
8,0.9248581210772197,9
9,0.9136387705802917,9
10,0.9034691333770752,9
11,0.8861260692278544,9
0,0.9917352455002921,10
1,0.9903670776458013,10
2,0.9800588885943095,10
3,0.9662769238154093,10
4,0.9489556919960749,10
5,0.9421152472496033,10
6,0.930009282770611,10
7,0.9268877761704581,10
8,0.9181820182573228,10
9,0.9070310933249337,10
10,0.8954762248765855,10
11,0.8768924446333022,10
0,0.9915889388038999,11
1,0.9899981703077044,11
2,0.9786555171012878,11
3,0.9632915911220369,11
4,0.9450396129063198,11
5,0.9391414665040516,11
6,0.9288798882847741,11
7,0.9253069332667759,11
8,0.9144121124630883,11
9,0.9037505501792544,11
10,0.8914807779448373,11
11,0.8625892854872204,11
0,0.9926181882619858,12
1,0.9905966520309448,12
2,0.9811551038708005,12
3,0.9647469818592072,12
4,0.9468237651245934,12
5,0.9407747175012316,12
6,0.9285364193575723,12
7,0.9246352847133364,12
8,0.9146482284579959,12
9,0.9044243352753776,12
10,0.8923279579196658,12
11,0.8589080976588386,12
0,0.9929347520782834,13
1,0.9923496700468517,13
2,0.9845508933067322,13
3,0.9730489339147296,13
4,0.9577440647851854,13
5,0.9493863355545771,13
6,0.9381043655531747,13
7,0.9350570752507165,13
8,0.9267916565849668,13
9,0.9157373110453287,13
10,0.9078494083313715,13
11,0.8828154773939223,13
0,0.9916660189628601,14
1,0.9893791198730468,14
2,0.9772733052571615,14
3,0.9595800836881002,14
4,0.9423600474993388,14
5,0.9386274456977844,14
6,0.927642571926117,14
7,0.9245643059412638,14
8,0.9191412369410197,14
9,0.9096277991930644,14
10,0.898969829082489,14
11,0.8588158448537191,14
0,0.9930659532546997,15
1,0.9913240492343902,15
2,0.983636099100113,15
3,0.9689121305942535,15
4,0.9534297287464142,15
5,0.947101378440857,15
6,0.9313662588596344,15
7,0.9299596846103668,15
8,0.9222543060779571,15
9,0.9124363362789154,15
10,0.9008251011371613,15
11,0.875506329536438,15
0,0.9909022251764933,16
1,0.9891801118850708,16
2,0.977393114566803,16
3,0.9611522754033407,16
4,0.9430850585301717,16
5,0.93661603530248,16
6,0.9264915625254313,16
7,0.9214058876037597,16
8,0.9091861724853516,16
9,0.8971886078516642,16
10,0.882749593257904,16
11,0.8512283643086751,16
0,0.9929748276869456,17
1,0.9922466377417246,17
2,0.9824516971906027,17
3,0.9701915582021078,17
4,0.9572937687238058,17
5,0.9517678916454315,17
6,0.9417763749758402,17
7,0.9362404644489288,17
8,0.9290016194184622,17
9,0.9194644093513489,17
10,0.9103224178155264,17
11,0.8695948620637258,17
0,0.9940747737884521,18
1,0.9932793378829956,18
2,0.9874812602996826,18
3,0.974804961681366,18
4,0.9593523859977722,18
5,0.9511264562606812,18
6,0.939659696817398,18
7,0.9378361701965332,18
8,0.9298169434070587,18
9,0.9205791771411895,18
10,0.913728016614914,18
11,0.8891452312469482,18
0,0.9920700788497925,19
1,0.99046089053154,19
2,0.9815422475337983,19
3,0.965943557024002,19
4,0.9492858946323395,19
5,0.9410785555839538,19
6,0.9272768259048462,19
7,0.9212304294109345,19
8,0.9098709642887115,19
9,0.8963665068149567,19
10,0.8860786199569702,19
11,0.8423612892627717,19
0,0.9930731376012166,20
1,0.9906544287999471,20
2,0.9795385718345642,20
3,0.9629779934883118,20
4,0.9447155714035034,20
5,0.9384132862091065,20
6,0.9239070494969686,20
7,0.9220741947491964,20
8,0.9118343830108643,20
9,0.9000570853551229,20
10,0.8880765914916993,20
11,0.8648056626319885,20
0,0.9920344863619123,21
1,0.9904762463910239,21
2,0.9802633970975876,21
3,0.964447945356369,21
4,0.9472110314028603,21
5,0.9412279405764171,21
6,0.9303099129881177,21
7,0.9270617067813873,21
8,0.9187289667981011,21
9,0.9086682328156063,21
10,0.89843031338283,21
11,0.865486496261188,21
0,0.9919977102960859,22
1,0.9910325351215544,22
2,0.982193804922558,22
3,0.9694985747337341,22
4,0.9532344625109718,22
5,0.9454300261679149,22
6,0.934628739243462,22
7,0.9299930192175365,22
8,0.9213208499408904,22
9,0.9104215190524146,22
10,0.9017716220446995,22
11,0.8651382468995594,22
0,0.9926181946481977,23
1,0.9905966477734702,23
2,0.9811551017420632,23
3,0.964746994631631,23
4,0.946823735322271,23
5,0.9407747089862823,23
6,0.9285364193575723,23
7,0.9246352719409126,23
8,0.9146482348442078,23
9,0.9044243459190641,23
10,0.8923279345035553,23
11,0.8589080785002027,23
0,0.9917349716027578,24
1,0.9899570478333367,24
2,0.9794012556473414,24
3,0.9642147686746385,24
4,0.9476868311564127,24
5,0.9420852164427439,24
6,0.9306119912200503,24
7,0.9264593174060186,24
8,0.9185363981458876,24
9,0.9073071827491125,24
10,0.8963282108306885,24
11,0.8646505276362101,24
0,0.9926061034202576,25
1,0.9923581779003143,25
2,0.9826787014802297,25
3,0.9725279211997986,25
4,0.9579184850056967,25
5,0.9512706995010376,25
6,0.9422262807687124,25
7,0.9388928810755411,25
8,0.9306083917617798,25
9,0.9212514460086823,25
10,0.911576896905899,25
11,0.89045982559522,25
0,0.9909022291501363,26
1,0.9891801277796427,26
2,0.977393118540446,26
3,0.9611522714296977,26
4,0.9430850187937418,26
5,0.9366160829861959,26
6,0.9264915466308594,26
7,0.921405839920044,26
8,0.9091862042744955,26
9,0.8971886237462362,26
10,0.882749613126119,26
11,0.8512284000714619,26
0,0.992132826646169,27
1,0.9905935684839885,27
2,0.9805681029955546,27
3,0.9658377766609192,27
4,0.9509170691172282,27
5,0.9455401659011841,27
6,0.9328875780105591,27
7,0.9297544836997986,27
8,0.9225404262542725,27
9,0.9102724432945252,27
10,0.8995055596033732,27
11,0.8733155409495036,27
0,0.9927553080377125,28
1,0.990505229859125,28
