layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,boot_id
6,90,0.3082766830921173,0.1709248125553131,0.14677204191684723,0.11863115429878235,0.10064708441495895,0.06531158834695816,0.030918492004275322,0.015668146312236786,0.0050895437598228455,0.0046887947246432304,6,6,8,4
7,90,0.3285733461380005,0.16128066182136536,0.13937975466251373,0.12154334783554077,0.09514990448951721,0.060082048177719116,0.030185598880052567,0.015300572849810123,0.006171111017465591,0.005160643719136715,6,6,8,4
8,90,0.3293474614620209,0.15418705344200134,0.13819867372512817,0.1252104640007019,0.09252700954675674,0.05956846475601196,0.029352743178606033,0.015605099499225616,0.007475519087165594,0.006079107988625765,6,7,9,4
9,90,0.30231091380119324,0.15280364453792572,0.14943785965442657,0.12778161466121674,0.09741772711277008,0.05814562365412712,0.02910386025905609,0.016198795288801193,0.008752782829105854,0.00716571556404233,6,7,11,4
10,90,0.28877636790275574,0.15934695303440094,0.14151553809642792,0.12258888781070709,0.10529042780399323,0.05806422978639603,0.026489850133657455,0.01822946034371853,0.010665574111044407,0.008477704599499702,6,7,12,4
11,90,0.4398496448993683,0.13164319097995758,0.1108517274260521,0.09541749209165573,0.06933391094207764,0.0423424132168293,0.01942179910838604,0.01685250736773014,0.009710738435387611,0.008253552950918674,6,7,12,4
0,90,0.24142922461032867,0.19568628072738647,0.1838688999414444,0.138400137424469,0.115412138402462,0.07384756207466125,0.0334068238735199,0.012006756849586964,0.000654798757750541,0.0004806804936379194,5,6,7,5
1,90,0.25237777829170227,0.1921083778142929,0.17574673891067505,0.14396874606609344,0.10863535851240158,0.0722205638885498,0.03530040755867958,0.012655765749514103,0.0011235561687499285,0.000491504033561796,5,6,7,5
2,90,0.2494361400604248,0.19542403519153595,0.16844037175178528,0.13876144587993622,0.11183489114046097,0.07357357442378998,0.03525056689977646,0.015007062815129757,0.0014266957296058536,0.001109592616558075,5,6,7,5
3,90,0.265998899936676,0.18996378779411316,0.16442522406578064,0.13160519301891327,0.10581494867801666,0.06958375871181488,0.035011161118745804,0.01799205131828785,0.0019553983584046364,0.0017435535555705428,5,6,7,5
4,90,0.290495365858078,0.18381093442440033,0.15519674122333527,0.1214219257235527,0.10465492308139801,0.0702948048710823,0.031629931181669235,0.01760505884885788,0.002371325623244047,0.002139423042535782,5,6,7,5
5,90,0.3008996248245239,0.17578165233135223,0.15390029549598694,0.1155252680182457,0.10585280507802963,0.06973329186439514,0.03129914030432701,0.0172621700912714,0.0026984401047229767,0.0025654856581240892,5,6,7,5
6,90,0.3074859380722046,0.16916027665138245,0.1498607099056244,0.12030844390392303,0.10261524468660355,0.06678500771522522,0.03111969493329525,0.016705656424164772,0.0034009634982794523,0.0032120251562446356,6,6,8,5
7,90,0.3295455276966095,0.15778931975364685,0.14378520846366882,0.1234525516629219,0.0964219942688942,0.06158003956079483,0.03080659732222557,0.016131294891238213,0.003791800467297435,0.0033843726851046085,5,6,8,5
8,90,0.32610833644866943,0.15277718007564545,0.14482295513153076,0.1269640177488327,0.09456979483366013,0.06073548272252083,0.029965540394186974,0.016437368467450142,0.0045883143320679665,0.004183192737400532,6,6,8,5
9,90,0.2940129339694977,0.16774795949459076,0.1449373960494995,0.12977755069732666,0.09897265583276749,0.05863630399107933,0.029355840757489204,0.017261838540434837,0.005902494303882122,0.005230695474892855,6,7,10,5
10,90,0.278362900018692,0.17674216628074646,0.1370493769645691,0.1263377070426941,0.10504651814699173,0.05862556770443916,0.026746716350317,0.01994844526052475,0.007452793885022402,0.006387594621628523,6,7,12,5
11,90,0.4067244529724121,0.1429670751094818,0.11827640235424042,0.10325366258621216,0.07174918800592422,0.044477880001068115,0.020966921001672745,0.019927917048335075,0.008102219551801682,0.006662341300398111,6,7,12,5
0,90,0.2430156171321869,0.1952294409275055,0.18276162445545197,0.13766419887542725,0.11530893296003342,0.07326795905828476,0.033072467893362045,0.011974372901022434,0.001052621635608375,0.0007602284313179553,5,6,7,6
1,90,0.2536962926387787,0.19194395840168,0.1752815842628479,0.14365056157112122,0.10870762914419174,0.07138845324516296,0.03517112135887146,0.012614625506103039,0.0008996997494250536,0.0007762968889437616,5,6,7,6
2,90,0.252856969833374,0.1912800371646881,0.16792476177215576,0.13964688777923584,0.11236780136823654,0.07267484813928604,0.03525158390402794,0.015088743530213833,0.0013574629556387663,0.001248540123924613,5,6,7,6
