metric,mean_alt,mean_null,diff_mean,diff_ci_low,diff_ci_high,p_two_sided,cohens_d,n_alt,n_null,layer,q_value
pc8,0.017245628722011994,0.018021929087117264,-0.0007763003651052695,-0.0012923896524589472,-0.00022949738404714484,0.002,-0.37866761736008164,100,100,8,0.002181818181818182
pc8,0.020021078828722193,0.016967715742066455,0.003053363086655738,0.002377460150280967,0.003714345192769546,0.0,1.2687776925764938,100,100,9,0.0
pc8,0.02189698843285437,0.01359301432967181,0.00830397410318256,0.007426971772918484,0.009114519790047787,0.0,2.7754376272471584,100,100,10,0.0
pc8,0.004975625074002839,0.011521480837836818,-0.006545855763833979,-0.0068528680938761775,-0.006227153208456011,0.0,-5.676965157256194,100,100,11,0.0
pc9,0.007147148291114673,0.010524057415313974,-0.003376909124199301,-0.0037719360644114354,-0.002967354437278116,0.0,-2.3020181144961245,100,100,0,0.0
pc9,0.00731814967002715,0.012378095244057427,-0.005059945574030278,-0.005414874613401483,-0.004663863752270117,0.0,-3.680703134242441,100,100,1,0.0
pc9,0.008026636922731948,0.011307904720306352,-0.0032812677975744033,-0.0036410829898668486,-0.002893568931031041,0.0,-2.4274890585613735,100,100,2,0.0
pc9,0.012980276052840009,0.014876463152468164,-0.0018961870996281553,-0.002275747864041482,-0.0015202861158177257,0.0,-1.362523787841249,100,100,3,0.0
pc9,0.010469279563985719,0.012948586461134212,-0.002479306897148493,-0.002939558028825562,-0.001957759881624957,0.0,-1.4370078383933058,100,100,4,0.0
pc9,0.012330183628946499,0.014874449754133774,-0.0025442661251872754,-0.0029123381387908065,-0.0021612256092485046,0.0,-1.7855453355644022,100,100,5,0.0
pc9,0.01419796246103938,0.01489149210043247,-0.0006935296393930906,-0.0010634545672219239,-0.0003068047226406652,0.0,-0.5064411471036374,100,100,6,0.0
pc9,0.013958409335464193,0.015616668360307768,-0.0016582590248435756,-0.0020851063756272183,-0.0012134468283038643,0.0,-1.0156194538978307,100,100,7,0.0
pc9,0.014251145021989898,0.01308193912729616,0.001169205894693737,0.0007762274979613786,0.0015873496385756948,0.0,0.7976557176618464,100,100,8,0.0
pc9,0.01660419027321036,0.014181062085553954,0.0024231281876564044,0.0019332442788872867,0.002901902029523625,0.0,1.4168898499635758,100,100,9,0.0
pc9,0.018329810462892004,0.011528584621846628,0.006801225841045377,0.006253365427721292,0.0073664555316790845,0.0,3.480084388772623,100,100,10,0.0
pc9,0.0040968226548283825,0.00918891164008523,-0.005092088985256848,-0.005408853032044123,-0.004771630409581107,0.0,-4.353311062036144,100,100,11,0.0
pc10,0.0031882989965378774,0.0043262401130049885,-0.001137941116467111,-0.0013811632574652192,-0.0009160382876288979,0.0,-1.346188719743141,100,100,0,0.0
pc10,0.005222091185860288,0.007400187328457784,-0.0021780961425974963,-0.002442658558720716,-0.0019193835630430854,0.0,-2.2470825872993174,100,100,1,0.0
pc10,0.007060024279635346,0.00881154733244325,-0.0017515230528079035,-0.002064975673682062,-0.0014459796423907454,0.0,-1.558495578658805,100,100,2,0.0
pc10,0.008813937106169718,0.00991234155837442,-0.0010984044522047015,-0.0014577487540664155,-0.0007093328011687729,0.0,-0.7780059408520492,100,100,3,0.0
pc10,0.0087380419671535,0.01010044984519477,-0.0013624078780412694,-0.0017508286385564213,-0.0010032534173224162,0.0,-0.9662469213674947,100,100,4,0.0
pc10,0.009946496859192794,0.010952629703097001,-0.0010061328439042068,-0.0014535381966270615,-0.0005838189240312333,0.0,-0.6640867784922065,100,100,5,0.0
pc10,0.010767706492915701,0.012396580260246943,-0.0016288737673312414,-0.0020281886734301213,-0.0011680064408574231,0.0,-1.0484576678616697,100,100,6,0.0
pc10,0.011789144542999518,0.012334565110504575,-0.0005454205675050564,-0.0008904356993734834,-0.00014702055428641992,0.002,-0.4057543661779014,100,100,7,0.002181818181818182
pc10,0.011703991033136801,0.01155986838508393,0.00014412264805287178,-0.0002456168967764836,0.0005555817065760447,0.466,0.10086196098672608,100,100,8,0.466
pc10,0.01231375607661898,0.011365646775811866,0.0009481093008071144,0.0005340068389195873,0.0013670023558661282,0.0,0.6264274047987405,100,100,9,0.0
pc10,0.014929506741464092,0.010040811761282338,0.004888694980181754,0.004457356820930719,0.005343816867331039,0.0,2.9623237225715635,100,100,10,0.0
pc10,0.0034607340837828323,0.007851641750894438,-0.004390907667111606,-0.004666377212735826,-0.004119803955894895,0.0,-4.332741376939416,100,100,11,0.0
k85,5.0,5.0,0.0,0.0,0.0,2.0,,100,100,0,1.0
k85,5.93,5.86,0.0699999999999994,-0.009999999999999787,0.16000000000000014,0.13,0.22869605766705273,100,100,1,0.17333333333333334
k85,6.0,5.97,0.03000000000000025,0.0,0.07000000000000028,0.094,0.24746133718636304,100,100,2,0.168
k85,6.01,6.02,-0.009999999999999787,-0.05000000000000071,0.03000000000000025,0.806,-0.06324555320336624,100,100,3,0.9672000000000001
k85,6.02,6.02,0.0,-0.040000000000000036,0.040000000000000036,1.188,0.0,100,100,4,1.0
k85,6.37,6.49,-0.1200000000000001,-0.25,0.020000000000000462,0.098,-0.24296307517938037,100,100,5,0.168
k85,6.8,6.9,-0.10000000000000053,-0.23025000000000037,0.020000000000000462,0.128,-0.20976176963403143,100,100,6,0.17333333333333334
k85,7.16,7.01,0.15000000000000036,-0.00999999999999981,0.3000000000000007,0.08,0.2515040656624174,100,100,7,0.168
k85,7.29,6.99,0.2999999999999998,0.1299999999999999,0.46999999999999975,0.002,0.46174549445675417,100,100,8,0.006
k85,7.63,7.06,0.5700000000000003,0.35999999999999943,0.7702500000000002,0.0,0.7354027128472211,100,100,9,0.0
k85,8.71,6.24,2.4700000000000006,2.209749999999999,2.7102500000000007,0.0,2.775332217120338,100,100,10,0.0
k85,1.79,5.54,-3.75,-3.92,-3.59,0.0,-5.996657340873432,100,100,11,0.0
k90,6.0,6.0,0.0,0.0,0.0,2.0,,100,100,0,1.0
k90,6.07,6.81,-0.7399999999999993,-0.8300000000000001,-0.6499999999999995,0.0,-2.225062720371952,100,100,1,0.0
k90,6.91,7.14,-0.22999999999999954,-0.34000000000000075,-0.1299999999999999,0.0,-0.5886285972814641,100,100,2,0.0
k90,7.44,8.06,-0.6200000000000001,-0.7799999999999994,-0.45999999999999996,0.0,-1.0406589130209078,100,100,3,0.0
k90,7.58,8.01,-0.4299999999999997,-0.5999999999999996,-0.2600000000000007,0.0,-0.706481821717429,100,100,4,0.0
k90,8.36,8.67,-0.3100000000000005,-0.5199999999999996,-0.09974999999999988,0.004,-0.3963077631962626,100,100,5,0.005333333333333333
k90,9.14,9.66,-0.5199999999999996,-0.7800000000000011,-0.2400000000000002,0.002,-0.5446548780376544,100,100,6,0.003
k90,10.19,9.79,0.40000000000000036,0.09999999999999964,0.6999999999999993,0.006,0.36639959762684493,100,100,7,0.007200000000000001
k90,10.46,10.07,0.39000000000000057,0.0600000000000005,0.7302500000000002,0.02,0.3150831673392456,100,100,8,0.021818181818181816
k90,10.85,10.15,0.6999999999999993,0.3200000000000003,1.0699999999999985,0.002,0.5314559387636579,100,100,9,0.003
k90,12.41,8.95,3.460000000000001,3.0597500000000006,3.9000000000000004,0.0,2.2876435521278804,100,100,10,0.0
k90,3.45,7.97,-4.52,-4.730250000000001,-4.289999999999999,0.0,-5.585576718984797,100,100,11,0.0
k95,7.0,7.54,-0.54,-0.6299999999999999,-0.4500000000000002,0.0,-1.5245811969478562,100,100,0,0.0
k95,8.19,9.63,-1.4400000000000013,-1.6500000000000004,-1.2200000000000006,0.0,-1.9616109516856808,100,100,1,0.0
k95,10.27,11.55,-1.2800000000000011,-1.629999999999999,-0.9100000000000001,0.0,-0.98485086811881,100,100,2,0.0
k95,12.06,12.93,-0.8699999999999992,-1.3302500000000002,-0.41999999999999993,0.0,-0.5633935241480822,100,100,3,0.0
k95,13.19,13.31,-0.120000000000001,-0.5902500000000016,0.3302499999999998,0.61,-0.06788060542342068,100,100,4,0.6654545454545455
k95,14.42,14.49,-0.07000000000000028,-0.5999999999999996,0.45000000000000107,0.814,-0.03598224690705348,100,100,5,0.814
k95,15.87,16.26,-0.39000000000000234,-0.9702500000000006,0.23000000000000048,0.206,-0.17856022560652224,100,100,6,0.2472
k95,17.57,16.7,0.870000000000001,0.1999999999999993,1.5600000000000023,0.01,0.36425607838103874,100,100,7,0.017142857142857144
k95,17.98,17.12,0.8599999999999994,0.17999999999999972,1.5600000000000023,0.02,0.35522598870346817,100,100,8,0.03
k95,17.98,17.32,0.6600000000000001,-0.00999999999999801,1.3500000000000014,0.058,0.27461020533206926,100,100,9,0.07733333333333334
k95,19.84,15.83,4.01,3.3197500000000004,4.720500000000002,0.0,1.5688642168791493,100,100,10,0.0
k95,6.55,15.16,-8.61,-9.07,-8.15975,0.0,-5.038490667996476,100,100,11,0.0
