layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,left_out
8,81,0.23202075064182281,0.179910346865654,0.16060304641723633,0.10746744275093079,0.07083829492330551,0.06134834140539169,0.04376072809100151,0.025731060653924942,0.011628287844359875,0.009752163663506508,7,10,19,sentence.7
9,81,0.2417212873697281,0.17553317546844482,0.13757963478565216,0.12171732634305954,0.06534378975629807,0.05449589341878891,0.04040413722395897,0.025958633050322533,0.01446682307869196,0.011144697666168213,8,12,21,sentence.7
10,81,0.26160433888435364,0.19723863899707794,0.13246355950832367,0.1050848588347435,0.05149237439036369,0.04669493809342384,0.0398159921169281,0.03090311586856842,0.01684863120317459,0.010056338272988796,8,11,21,sentence.7
11,81,0.7342643141746521,0.05326623097062111,0.04587405547499657,0.03736843541264534,0.024101458489894867,0.019520439207553864,0.015569978393614292,0.00997471809387207,0.005863127298653126,0.00489384401589632,4,6,10,sentence.7
0,81,0.21962425112724304,0.1900915950536728,0.1636616438627243,0.12174977362155914,0.10743167251348495,0.09052913635969162,0.05464623123407364,0.02246338687837124,0.009128855541348457,0.0037900174502283335,6,7,8,sentence.8
1,81,0.2557511329650879,0.17909099161624908,0.15748417377471924,0.1091156080365181,0.09637451171875,0.08114931732416153,0.04848373308777809,0.019885310903191566,0.01021596696227789,0.006530392449349165,6,7,9,sentence.8
2,81,0.2126978635787964,0.18798401951789856,0.17623364925384521,0.11168021708726883,0.09529439359903336,0.07900270819664001,0.05193164944648743,0.01984342932701111,0.009293325245380402,0.0070196050219237804,6,7,10,sentence.8
3,81,0.2069467455148697,0.18690820038318634,0.16441364586353302,0.1146746501326561,0.09081578254699707,0.0735858902335167,0.05234489589929581,0.02138841152191162,0.018425535410642624,0.007073356769979,7,8,13,sentence.8
4,81,0.21571476757526398,0.18119950592517853,0.15648235380649567,0.12972910702228546,0.0871429294347763,0.0738508552312851,0.05377651005983353,0.020253092050552368,0.012000354938209057,0.0072310324758291245,7,8,13,sentence.8
5,81,0.21909290552139282,0.19713331758975983,0.14229993522167206,0.1330503672361374,0.08410155028104782,0.06483418494462967,0.052734386175870895,0.02135641500353813,0.009764488786458969,0.007089131511747837,7,8,14,sentence.8
6,81,0.2346891164779663,0.1935109794139862,0.14118114113807678,0.12203917652368546,0.08042604476213455,0.06227150186896324,0.0510324165225029,0.021941084414720535,0.009513722732663155,0.007815203629434109,7,8,15,sentence.8
7,81,0.24493882060050964,0.1741541028022766,0.13907000422477722,0.124964140355587,0.07728899270296097,0.06036375090479851,0.053882427513599396,0.026773100718855858,0.01051262766122818,0.007542258594185114,7,8,17,sentence.8
