metric,mean_sent,mean_null,diff_mean,diff_ci_low,diff_ci_high,p_two_sided,cohens_d,n_sent,n_null,layer_from,layer_to
variance_threshold,0.9000000000000005,0.9000000000000005,0.0,0.0,0.0,2.0,0.0,100,100,8,9
variance_threshold,0.9000000000000005,0.9000000000000005,0.0,0.0,0.0,2.0,0.0,100,100,9,10
variance_threshold,0.9000000000000005,0.9000000000000005,0.0,0.0,0.0,2.0,0.0,100,100,10,11
mean_angle,0.3628716504573822,0.3414262557029724,0.021445394754409763,0.020889716334640974,0.021931493833661084,0.0,11.68157317441697,100,100,0,1
mean_angle,0.3661295500397682,0.360533167719841,0.005596382319927207,0.004689699232578254,0.006451490864157676,0.0,1.7442840003146383,100,100,1,2
mean_angle,0.3381384700536728,0.3591009318828583,-0.020962461829185486,-0.022004422977566718,-0.019943930111825485,0.0,-5.5877084541476325,100,100,2,3
mean_angle,0.3361573308706284,0.3354385671019554,0.0007187637686729698,-0.001408818677067758,0.002939087614417082,0.492,0.09195077814506074,100,100,3,4
mean_angle,0.3396551722288132,0.32152473300695417,0.01813043922185903,0.016250647783279407,0.020058396384119957,0.0,2.7572364516850714,100,100,4,5
mean_angle,0.3194375643134117,0.33808903098106385,-0.01865146666765216,-0.01992604334652427,-0.01735439824312926,0.0,-3.878978186621751,100,100,5,6
mean_angle,0.3254905444383621,0.3496844720840454,-0.02419392764568329,-0.025345842368900754,-0.023034987419843677,0.0,-5.95547557134868,100,100,6,7
mean_angle,0.3565079209208488,0.34654865294694903,0.009959267973899788,0.008629476241767383,0.011261690810322744,0.0,1.9496498994751337,100,100,7,8
mean_angle,0.34882791846990585,0.3543843671679497,-0.0055564486980438366,-0.0066588512435555355,-0.004445517405867617,0.0,-1.467744985882769,100,100,8,9
mean_angle,0.3980241900682449,0.39416816264390947,0.0038560274243354398,0.0007946601137519118,0.007045999832451304,0.024,0.34169171551887023,100,100,9,10
mean_angle,0.4644797047972679,0.47375454634428027,-0.009274841547012358,-0.01628879314661026,-0.0024963590130209655,0.012,-0.38199331213674537,100,100,10,11
max_angle,0.4701925539970398,0.3910792380571365,0.07911331593990328,0.07802336148172617,0.08008181857317682,0.0,20.86794012981454,100,100,0,1
max_angle,0.4407470300793648,0.4328776958584786,0.007869334220886204,0.006775902397930611,0.008979190155863721,0.0,2.0784659367514577,100,100,1,2
max_angle,0.43307799100875854,0.4308096292614937,0.0022683617472648576,0.0009855806156992678,0.0038375772610306754,0.004,0.4375748107003147,100,100,2,3
max_angle,0.45175480753183367,0.42488527327775955,0.026869534254074123,0.020221674025058773,0.033942448690533644,0.0,1.0541835209363617,100,100,3,4
max_angle,0.5144918951392173,0.3877337810397148,0.12675811409950255,0.11365778636187314,0.13986487115174537,0.0,2.6354835336505333,100,100,4,5
max_angle,0.4010979813337326,0.3860544645786285,0.01504351675510407,0.01328373945504426,0.016888988256454456,0.0,2.2977710145499963,100,100,5,6
max_angle,0.3985114422440529,0.43728140950202943,-0.038769967257976545,-0.04183688310533757,-0.03587926518172023,0.0,-3.6919922720754776,100,100,6,7
max_angle,0.42590940117835996,0.42704177916049957,-0.0011323779821396096,-0.003951496437191978,0.001725726559758181,0.482,-0.10683835123562348,100,100,7,8
max_angle,0.4037785583734512,0.43417074263095856,-0.030392184257507338,-0.03585890541225667,-0.024588572777807675,0.0,-1.5028226306523482,100,100,8,9
max_angle,0.5773374012112618,0.5631482455134392,0.01418915569782253,-0.00999468149244782,0.039513776727020694,0.25,0.1595662489749111,100,100,9,10
