,layer,level_from,level_to,G,left_out
606,7,4,5,0.9243971953789393,sentence.5
607,7,5,6,0.9020271003246307,sentence.5
608,7,6,7,0.9149557881885104,sentence.5
609,7,7,8,0.9123794469568465,sentence.5
610,7,8,9,0.8969993243614832,sentence.5
611,7,9,10,0.9102528939644495,sentence.5
612,8,1,2,0.8597139749262068,sentence.5
613,8,2,3,0.8887301683425903,sentence.5
614,8,3,4,0.8987190706862344,sentence.5
615,8,4,5,0.9003794888655344,sentence.5
616,8,5,6,0.8834706809785631,sentence.5
617,8,6,7,0.894214991066191,sentence.5
618,8,7,8,0.8910005986690521,sentence.5
619,8,8,9,0.8790412611431546,sentence.5
620,8,9,10,0.8932902150683932,sentence.5
621,9,1,2,0.8283326576153437,sentence.5
622,9,2,3,0.8608166211181216,sentence.5
623,9,3,4,0.8810394671228197,sentence.5
624,9,4,5,0.8791216446293725,sentence.5
625,9,5,6,0.8630288309521146,sentence.5
626,9,6,7,0.8758715987205505,sentence.5
627,9,7,8,0.8705757624573178,sentence.5
628,9,8,9,0.8595105078485277,sentence.5
629,9,9,10,0.872963653670417,sentence.5
630,10,1,2,0.7961303061909146,sentence.5
631,10,2,3,0.8166767044199837,sentence.5
632,10,3,4,0.8468294441699982,sentence.5
633,10,4,5,0.8469243148962656,sentence.5
634,10,5,6,0.8347427563534843,sentence.5
635,10,6,7,0.8479822592602836,sentence.5
636,10,7,8,0.837790944510036,sentence.5
637,10,8,9,0.8295851482285393,sentence.5
638,10,9,10,0.8412986116276847,sentence.5
639,11,1,2,0.7619596355491214,sentence.5
640,11,2,3,0.7639894303348329,sentence.5
641,11,3,4,0.8005427569150925,sentence.5
642,11,4,5,0.7922566268179152,sentence.5
643,11,5,6,0.7923125922679901,sentence.5
644,11,6,7,0.8298754774861865,sentence.5
645,11,7,8,0.766599620381991,sentence.5
646,11,8,9,0.7875981330871582,sentence.5
647,11,9,10,0.7732769002517065,sentence.5
648,0,1,2,0.9889368431435691,sentence.6
649,0,2,3,0.9903910474644767,sentence.6
650,0,3,4,0.991289057665401,sentence.6
651,0,4,5,0.9907233268022537,sentence.6
652,0,5,6,0.9878974209229151,sentence.6
653,0,6,7,0.9892553355958726,sentence.6
654,0,7,8,0.9909484154648251,sentence.6
655,0,8,9,0.9890722218486998,sentence.6
656,0,9,10,0.9896262834469477,sentence.6
657,1,1,2,0.9885187711980608,sentence.6
658,1,2,3,0.9906855887836881,sentence.6
659,1,3,4,0.9907832774851058,sentence.6
660,1,4,5,0.991123734249009,sentence.6
661,1,5,6,0.9887692001130846,sentence.6
662,1,6,7,0.9873886919683881,sentence.6
663,1,7,8,0.9903924018144608,sentence.6
664,1,8,9,0.9867015265756183,sentence.6
665,1,9,10,0.9873708734909693,sentence.6
666,2,1,2,0.9709133472707536,sentence.6
667,2,2,3,0.977473732497957,sentence.6
668,2,3,4,0.9793798691696591,sentence.6
669,2,4,5,0.9842808561192619,sentence.6
670,2,5,6,0.9780524306827121,sentence.6
671,2,6,7,0.9763600809706582,sentence.6
672,2,7,8,0.9792354239357842,sentence.6
673,2,8,9,0.9689778056409624,sentence.6
674,2,9,10,0.9751316822237439,sentence.6
675,3,1,2,0.9417916254864799,sentence.6
676,3,2,3,0.9674759970770942,sentence.6
677,3,3,4,0.9622100061840482,sentence.6
678,3,4,5,0.9699269599384732,sentence.6
679,3,5,6,0.9588222205638885,sentence.6
680,3,6,7,0.9621516184674369,sentence.6
681,3,7,8,0.9652442104286618,sentence.6
682,3,8,9,0.9542603211270438,sentence.6
683,3,9,10,0.9612282183435228,sentence.6
684,4,1,2,0.9223628971311781,sentence.6
685,4,2,3,0.9576989478535123,sentence.6
686,4,3,4,0.9480314188533359,sentence.6
687,4,4,5,0.9623138954242071,sentence.6
688,4,5,6,0.9480558385451635,sentence.6
689,4,6,7,0.9537550508975983,sentence.6
690,4,7,8,0.9516981989145279,sentence.6
691,4,8,9,0.9460479915142059,sentence.6
692,4,9,10,0.9505965792470508,sentence.6
693,5,1,2,0.9115994605753157,sentence.6
694,5,2,3,0.9524735344780816,sentence.6
695,5,3,4,0.9394982606172562,sentence.6
696,5,4,5,0.955758563346333,sentence.6
697,5,5,6,0.9384337613979975,sentence.6
698,5,6,7,0.9423614160882102,sentence.6
699,5,7,8,0.9375928789377213,sentence.6
700,5,8,9,0.9317388236522675,sentence.6
701,5,9,10,0.9386465003093084,sentence.6
702,6,1,2,0.9045029646820493,sentence.6
703,6,2,3,0.9405394428306155,sentence.6
704,6,3,4,0.9378228551811643,sentence.6
705,6,4,5,0.9468831684854295,sentence.6
706,6,5,6,0.9248492800527148,sentence.6
707,6,6,7,0.9336060600148307,sentence.6
708,6,7,8,0.9280823535389371,sentence.6
709,6,8,9,0.9258279585176044,sentence.6
710,6,9,10,0.9288268321090274,sentence.6
711,7,1,2,0.889130809240871,sentence.6
712,7,2,3,0.9216161651743783,sentence.6
713,7,3,4,0.9219521582126617,sentence.6
714,7,4,5,0.9326099753379822,sentence.6
715,7,5,6,0.9150199393431345,sentence.6
716,7,6,7,0.9214482771025764,sentence.6
717,7,7,8,0.9183588988251157,sentence.6
718,7,8,9,0.9111790541145537,sentence.6
719,7,9,10,0.9179912375079261,sentence.6
720,8,1,2,0.8738586041662428,sentence.6
721,8,2,3,0.8996498121155633,sentence.6
722,8,3,4,0.9066743287775252,sentence.6
723,8,4,5,0.910647087626987,sentence.6
724,8,5,6,0.897760401169459,sentence.6
725,8,6,7,0.904254921608501,sentence.6
726,8,7,8,0.8978573365343941,sentence.6
727,8,8,9,0.890091684129503,sentence.6
728,8,9,10,0.9032172312339147,sentence.6
729,9,1,2,0.8425344510210885,sentence.6
730,9,2,3,0.8700393620464537,sentence.6
731,9,3,4,0.889513322048717,sentence.6
732,9,4,5,0.8907373564110862,sentence.6
733,9,5,6,0.8780732568767335,sentence.6
734,9,6,7,0.8888104624218411,sentence.6
735,9,7,8,0.8780423005421957,sentence.6
736,9,8,9,0.8733987990352843,sentence.6
737,9,9,10,0.8878319180674024,sentence.6
738,10,1,2,0.8113663875394397,sentence.6
739,10,2,3,0.8290578226248423,sentence.6
740,10,3,4,0.856367889377806,sentence.6
741,10,4,5,0.8573683351278305,sentence.6
742,10,5,6,0.8481663399272494,sentence.6
743,10,6,7,0.8630867352088293,sentence.6
744,10,7,8,0.8468458619382646,sentence.6
745,10,8,9,0.8471187469032075,sentence.6
746,10,9,10,0.8608064469363954,sentence.6
747,11,1,2,0.7742001016934713,sentence.6
748,11,2,3,0.7855609622266557,sentence.6
749,11,3,4,0.8069276362657547,sentence.6
750,11,4,5,0.7998492734299766,sentence.6
751,11,5,6,0.8046858939859602,sentence.6
752,11,6,7,0.8463739040825102,sentence.6
753,11,7,8,0.7848506155941222,sentence.6
754,11,8,9,0.8126375791099336,sentence.6
755,11,9,10,0.8175727741585838,sentence.6
756,0,1,2,0.9866036292579439,sentence.7
757,0,2,3,0.9891069051292207,sentence.7
758,0,3,4,0.9899999383423064,sentence.7
759,0,4,5,0.9894865618811713,sentence.7
760,0,5,6,0.986417669388983,sentence.7
761,0,6,7,0.9877022736602359,sentence.7
762,0,7,8,0.9894477112425698,sentence.7
763,0,8,9,0.9872962517870797,sentence.7
764,0,9,10,0.9877557307481766,sentence.7
765,1,1,2,0.9854702684614394,sentence.7
766,1,2,3,0.9886890384886,sentence.7
767,1,3,4,0.9888389143678877,sentence.7
768,1,4,5,0.9890400850110583,sentence.7
769,1,5,6,0.9869053148561053,sentence.7
770,1,6,7,0.9851277669270834,sentence.7
771,1,7,8,0.9883423993984858,sentence.7
772,1,8,9,0.9839827318986257,sentence.7
773,1,9,10,0.9843582659959793,sentence.7
774,2,1,2,0.9643698930740356,sentence.7
775,2,2,3,0.9737802545229594,sentence.7
776,2,3,4,0.9741898013485802,sentence.7
777,2,4,5,0.9809471683369743,sentence.7
778,2,5,6,0.9745378957854377,sentence.7
779,2,6,7,0.9718391795953115,sentence.7
780,2,7,8,0.9749765942494074,sentence.7
781,2,8,9,0.9633267505301369,sentence.7
782,2,9,10,0.9705089645253288,sentence.7
783,3,1,2,0.9324387311935425,sentence.7
784,3,2,3,0.9621608008941015,sentence.7
785,3,3,4,0.9553330060508516,sentence.7
786,3,4,5,0.9646982302268347,sentence.7
787,3,5,6,0.9514787842830023,sentence.7
788,3,6,7,0.955092633763949,sentence.7
789,3,7,8,0.9576865716112984,sentence.7
790,3,8,9,0.9462979651159711,sentence.7
791,3,9,10,0.9549093047777811,sentence.7
792,4,1,2,0.9128297931618161,sentence.7
793,4,2,3,0.9520613551139832,sentence.7
794,4,3,4,0.94212849272622,sentence.7
795,4,4,5,0.9571073535415862,sentence.7
796,4,5,6,0.9399188839726977,sentence.7
797,4,6,7,0.9461642305056254,sentence.7
798,4,7,8,0.9445857190423541,sentence.7
799,4,8,9,0.9372455726067225,sentence.7
800,4,9,10,0.9432433164781995,sentence.7
801,5,1,2,0.9004609800047345,sentence.7
802,5,2,3,0.9457201792134179,sentence.7
803,5,3,4,0.9323295073376762,sentence.7
804,5,4,5,0.949181917640898,sentence.7
805,5,5,6,0.9292352149883906,sentence.7
806,5,6,7,0.9359783331553141,sentence.7
807,5,7,8,0.93047024971909,sentence.7
808,5,8,9,0.9209694994820489,sentence.7
809,5,9,10,0.930106348461575,sentence.7
810,6,1,2,0.890825425585111,sentence.7
811,6,2,3,0.9325196726454629,sentence.7
812,6,3,4,0.9318222602208456,sentence.7
813,6,4,5,0.9395987590154012,sentence.7
814,6,5,6,0.9137004084057279,sentence.7
815,6,6,7,0.9261920303106308,sentence.7
816,6,7,8,0.9202052619722154,sentence.7
817,6,8,9,0.9118986891375648,sentence.7
818,6,9,10,0.9209860977199342,sentence.7
819,7,1,2,0.8747165285878711,sentence.7
820,7,2,3,0.9116327845387988,sentence.7
821,7,3,4,0.914448877175649,sentence.7
822,7,4,5,0.9242748353216383,sentence.7
823,7,5,6,0.9028544508748584,sentence.7
824,7,6,7,0.9137487212816874,sentence.7
825,7,7,8,0.9098808997207217,sentence.7
826,7,8,9,0.893795026673211,sentence.7
827,7,9,10,0.9091917657189899,sentence.7
828,8,1,2,0.8574488427903917,sentence.7
829,8,2,3,0.8885610186391406,sentence.7
830,8,3,4,0.8992676619026396,sentence.7
831,8,4,5,0.9012808352708817,sentence.7
832,8,5,6,0.8862090971734788,sentence.7
833,8,6,7,0.8936331818501154,sentence.7
834,8,7,8,0.8886209080616633,sentence.7
835,8,8,9,0.8742212769058015,sentence.7
836,8,9,10,0.8907506151331795,sentence.7
837,9,1,2,0.824972637825542,sentence.7
838,9,2,3,0.8593892157077789,sentence.7
839,9,3,4,0.8822927789555656,sentence.7
840,9,4,5,0.8803359319766363,sentence.7
841,9,5,6,0.8657545695702235,sentence.7
842,9,6,7,0.8757714033126831,sentence.7
843,9,7,8,0.8686910039848752,sentence.7
844,9,8,9,0.8550602379772398,sentence.7
845,9,9,10,0.8695048441489538,sentence.7
846,10,1,2,0.7913036975595686,sentence.7
847,10,2,3,0.8144034395615259,sentence.7
848,10,3,4,0.8485760688781738,sentence.7
849,10,4,5,0.8491547488503985,sentence.7
850,10,5,6,0.8363989740610123,sentence.7
851,10,6,7,0.8482464171118207,sentence.7
852,10,7,8,0.8354577438698875,sentence.7
853,10,8,9,0.8255255818367004,sentence.7
854,10,9,10,0.8375929362244077,sentence.7
855,11,1,2,0.7564029610819287,sentence.7
856,11,2,3,0.7600031875901752,sentence.7
857,11,3,4,0.8040976590580411,sentence.7
858,11,4,5,0.7986976123518414,sentence.7
859,11,5,6,0.7987186743153466,sentence.7
860,11,6,7,0.8312125735812717,sentence.7
861,11,7,8,0.7629711909426583,sentence.7
862,11,8,9,0.7853937099377314,sentence.7
863,11,9,10,0.769039155708419,sentence.7
864,0,1,2,0.9866127173105875,sentence.8
865,0,2,3,0.9891006333960427,sentence.8
866,0,3,4,0.9901169886191686,sentence.8
867,0,4,5,0.9898903369903564,sentence.8
868,0,5,6,0.9868156181441413,sentence.8
869,0,6,7,0.98760976559586,sentence.8
870,0,7,8,0.9899988853269153,sentence.8
871,0,8,9,0.9877213223112954,sentence.8
872,0,9,10,0.9878838857014974,sentence.8
873,1,1,2,0.9853175464603636,sentence.8
874,1,2,3,0.9887257003121905,sentence.8
875,1,3,4,0.9887756920523114,sentence.8
876,1,4,5,0.9892748461829292,sentence.8
877,1,5,6,0.9869293967882792,sentence.8
878,1,6,7,0.9851418568028344,sentence.8
879,1,7,8,0.988690099782414,sentence.8
880,1,8,9,0.9842038104931513,sentence.8
881,1,9,10,0.9846040275361803,sentence.8
882,2,1,2,0.9634744309716754,sentence.8
883,2,2,3,0.9733523693349626,sentence.8
884,2,3,4,0.9742784467008379,sentence.8
885,2,4,5,0.9810115529431237,sentence.8
886,2,5,6,0.9741830494668748,sentence.8
887,2,6,7,0.9720817423529096,sentence.8
888,2,7,8,0.9755919857157601,sentence.8
889,2,8,9,0.9629491617282232,sentence.8
890,2,9,10,0.9701279484563403,sentence.8
891,3,1,2,0.9304260611534119,sentence.8
892,3,2,3,0.9612296422322592,sentence.8
893,3,3,4,0.9556250224510828,sentence.8
894,3,4,5,0.9653511808978187,sentence.8
895,3,5,6,0.9524256669812732,sentence.8
896,3,6,7,0.9567050668928359,sentence.8
897,3,7,8,0.9589866697788239,sentence.8
898,3,8,9,0.9461049652761884,sentence.8
899,3,9,10,0.9544177717632718,sentence.8
900,4,1,2,0.9119244664907455,sentence.8
901,4,2,3,0.9516827348205779,sentence.8
902,4,3,4,0.9423993892139859,sentence.8
903,4,4,5,0.9571374141507678,sentence.8
904,4,5,6,0.9406712883048587,sentence.8
905,4,6,7,0.9473276005850898,sentence.8
906,4,7,8,0.9454128990570704,sentence.8
907,4,8,9,0.9365689009428024,sentence.8
908,4,9,10,0.9435263723134995,sentence.8
909,5,1,2,0.8986765295267105,sentence.8
910,5,2,3,0.9456294361088011,sentence.8
911,5,3,4,0.9331643366151385,sentence.8
912,5,4,5,0.9495933618810442,sentence.8
913,5,5,6,0.930775041381518,sentence.8
914,5,6,7,0.9373388406303194,sentence.8
915,5,7,8,0.9318273564179739,sentence.8
916,5,8,9,0.9199167109198041,sentence.8
917,5,9,10,0.9295513547129102,sentence.8
918,6,1,2,0.8888671298821768,sentence.8
919,6,2,3,0.9316733777523041,sentence.8
920,6,3,4,0.9320420407586627,sentence.8
921,6,4,5,0.9408247023820877,sentence.8
922,6,5,6,0.9161724862125185,sentence.8
923,6,6,7,0.9277584751447042,sentence.8
924,6,7,8,0.9206878162092633,sentence.8
925,6,8,9,0.9117402417792214,sentence.8
926,6,9,10,0.9202309399843216,sentence.8
927,7,1,2,0.8728573438194063,sentence.8
928,7,2,3,0.9112510333458582,sentence.8
929,7,3,4,0.9142201741536459,sentence.8
930,7,4,5,0.9249319401052263,sentence.8
931,7,5,6,0.9048968884680006,sentence.8
932,7,6,7,0.915307480427954,sentence.8
933,7,7,8,0.9107336964872148,sentence.8
934,7,8,9,0.8932125866413116,sentence.8
935,7,9,10,0.9085697366131676,sentence.8
936,8,1,2,0.8550910469558504,sentence.8
937,8,2,3,0.8884102718697654,sentence.8
938,8,3,4,0.8983102656073041,sentence.8
939,8,4,5,0.9015257176425722,sentence.8
940,8,5,6,0.8874453057845434,sentence.8
941,8,6,7,0.8964722636673186,sentence.8
942,8,7,8,0.8895035203960207,sentence.8
943,8,8,9,0.8732707831594679,sentence.8
944,8,9,10,0.8897710773679945,sentence.8
945,9,1,2,0.8222127242220773,sentence.8
946,9,2,3,0.8596322238445282,sentence.8
947,9,3,4,0.8821354491843117,sentence.8
948,9,4,5,0.8802577389611138,sentence.8
949,9,5,6,0.8674391474988725,sentence.8
950,9,6,7,0.8799802594714694,sentence.8
951,9,7,8,0.8694610049327215,sentence.8
952,9,8,9,0.8541234615776274,sentence.8
953,9,9,10,0.8685130261712604,sentence.8
954,10,1,2,0.7887635628382365,sentence.8
955,10,2,3,0.8164709210395813,sentence.8
956,10,3,4,0.8490253984928131,sentence.8
957,10,4,5,0.8493676135937372,sentence.8
958,10,5,6,0.8396453311045965,sentence.8
959,10,6,7,0.8542581051588058,sentence.8
960,10,7,8,0.8337006999386681,sentence.8
961,10,8,9,0.823357363541921,sentence.8
962,10,9,10,0.8373694287406074,sentence.8
963,11,1,2,0.7541551126374139,sentence.8
964,11,2,3,0.761521726846695,sentence.8
965,11,3,4,0.8036103943983713,sentence.8
966,11,4,5,0.7971925503677793,sentence.8
967,11,5,6,0.7983219855361514,sentence.8
968,11,6,7,0.8416973054409027,sentence.8
969,11,7,8,0.7604291521840625,sentence.8
970,11,8,9,0.7821335858768887,sentence.8
971,11,9,10,0.7703152365154691,sentence.8
972,0,1,2,0.9877004391617246,sentence.9
973,0,2,3,0.9897410058312945,sentence.9
974,0,3,4,0.9902478473054038,sentence.9
975,0,4,5,0.9898096786604987,sentence.9
976,0,5,6,0.9869933393266466,sentence.9
977,0,6,7,0.9879262894392014,sentence.9
978,0,7,8,0.9897958619727029,sentence.9
979,0,8,9,0.9879473778936598,sentence.9
980,0,9,10,0.9876777960194482,sentence.9
981,1,1,2,0.9863171229759852,sentence.9
982,1,2,3,0.9890001002285216,sentence.9
983,1,3,4,0.9888797915644116,sentence.9
984,1,4,5,0.9892429444524977,sentence.9
985,1,5,6,0.9870801485247083,sentence.9
986,1,6,7,0.9854219423400031,sentence.9
987,1,7,8,0.9886395169628991,sentence.9
988,1,8,9,0.9846735861566331,sentence.9
989,1,9,10,0.9842917935715781,sentence.9
990,2,1,2,0.965020466181967,sentence.9
991,2,2,3,0.9732519686222076,sentence.9
992,2,3,4,0.974349684185452,sentence.9
993,2,4,5,0.9809411830372281,sentence.9
994,2,5,6,0.9747356888320711,sentence.9
995,2,6,7,0.9722787539164225,sentence.9
996,2,7,8,0.975390805138482,sentence.9
997,2,8,9,0.9637420607937707,sentence.9
998,2,9,10,0.9703935500648286,sentence.9
999,3,1,2,0.9334413177437253,sentence.9
1000,3,2,3,0.9610913644234339,sentence.9
1001,3,3,4,0.9553864598274231,sentence.9
1002,3,4,5,0.9642391453186671,sentence.9
1003,3,5,6,0.9514930927091174,sentence.9
1004,3,6,7,0.9560752643479241,sentence.9
1005,3,7,8,0.9579808728562461,sentence.9
1006,3,8,9,0.946661545170678,sentence.9
1007,3,9,10,0.95461648537053,sentence.9
1008,4,1,2,0.9120512240462832,sentence.9
1009,4,2,3,0.951159718963835,sentence.9
1010,4,3,4,0.9418683581882052,sentence.9
1011,4,4,5,0.956336937016911,sentence.9
1012,4,5,6,0.9406580858760409,sentence.9
1013,4,6,7,0.9466240952412287,sentence.9
1014,4,7,8,0.9447055094771915,sentence.9
1015,4,8,9,0.9373428655995263,sentence.9
1016,4,9,10,0.943309861752722,sentence.9
1017,5,1,2,0.901920638150639,sentence.9
1018,5,2,3,0.9442718360159132,sentence.9
1019,5,3,4,0.9338196234570609,sentence.9
1020,5,4,5,0.9483066035641564,sentence.9
1021,5,5,6,0.9303488300906287,sentence.9
1022,5,6,7,0.9364360123872757,sentence.9
1023,5,7,8,0.9326395160622067,sentence.9
1024,5,8,9,0.9218281143241458,sentence.9
1025,5,9,10,0.9302647329039044,sentence.9
1026,6,1,2,0.892996276418368,sentence.9
1027,6,2,3,0.9307367073165046,sentence.9
1028,6,3,4,0.9342971659368939,sentence.9
1029,6,4,5,0.939006475938691,sentence.9
1030,6,5,6,0.9150592386722565,sentence.9
1031,6,6,7,0.9269420835706923,sentence.9
1032,6,7,8,0.9218935039308336,sentence.9
1033,6,8,9,0.9142955607838101,sentence.9
1034,6,9,10,0.9214294221666124,sentence.9
1035,7,1,2,0.8767619911167357,sentence.9
1036,7,2,3,0.9105491903093126,sentence.9
1037,7,3,4,0.9168740444713168,sentence.9
1038,7,4,5,0.9227275666263368,sentence.9
1039,7,5,6,0.9045990937285953,sentence.9
1040,7,6,7,0.91430421339141,sentence.9
1041,7,7,8,0.9119075801637437,sentence.9
1042,7,8,9,0.8972213731871711,sentence.9
1043,7,9,10,0.9096545875072479,sentence.9
1044,8,1,2,0.8615219907628165,sentence.9
1045,8,2,3,0.8878708779811859,sentence.9
1046,8,3,4,0.900371155805058,sentence.9
1047,8,4,5,0.8986318707466125,sentence.9
1048,8,5,6,0.8867864890231026,sentence.9
1049,8,6,7,0.8944714797867669,sentence.9
1050,8,7,8,0.8904524412420061,sentence.9
1051,8,8,9,0.8785915639665391,sentence.9
1052,8,9,10,0.8915883633825514,sentence.9
1053,9,1,2,0.8310170090860791,sentence.9
1054,9,2,3,0.8586867666906781,sentence.9
1055,9,3,4,0.8839381304052141,sentence.9
1056,9,4,5,0.8769883347882165,sentence.9
1057,9,5,6,0.8671415381961398,sentence.9
1058,9,6,7,0.8775481498903699,sentence.9
1059,9,7,8,0.8724915964735879,sentence.9
1060,9,8,9,0.8608596954080794,sentence.9
1061,9,9,10,0.8714045998122957,sentence.9
1062,10,1,2,0.8019471731450822,sentence.9
1063,10,2,3,0.8144724749856525,sentence.9
1064,10,3,4,0.849843324886428,sentence.9
1065,10,4,5,0.8458670377731323,sentence.9
1066,10,5,6,0.8384003871017032,sentence.9
1067,10,6,7,0.8486939039495256,sentence.9
1068,10,7,8,0.8385739144351747,sentence.9
1069,10,8,9,0.8322737101051543,sentence.9
1070,10,9,10,0.8387420210573409,sentence.9
1071,11,1,2,0.8031938109132979,sentence.9
1072,11,2,3,0.7623572945594788,sentence.9
1073,11,3,4,0.8027642518281937,sentence.9
1074,11,4,5,0.7920379208193885,sentence.9
1075,11,5,6,0.7979854593674341,sentence.9
1076,11,6,7,0.8333871265252432,sentence.9
1077,11,7,8,0.7669266296757592,sentence.9
1078,11,8,9,0.7925815582275391,sentence.9
1079,11,9,10,0.7680352363321516,sentence.9
