layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k80,k85,k90,k95,k99,boot_id
5,90,0.26612401008605957,0.22247301042079926,0.16075082123279572,0.10840807110071182,0.08743435144424438,0.06312499940395355,0.027878325432538986,0.016834359616041183,0.005786071065813303,0.005190940108150244,5,6,6,8,24,9
6,90,0.2675836980342865,0.22033193707466125,0.16300879418849945,0.10609478503465652,0.08737798035144806,0.059770215302705765,0.025214698165655136,0.01560373604297638,0.006265675649046898,0.00583486957475543,5,6,6,9,26,9
7,90,0.2638605237007141,0.20513905584812164,0.1678866147994995,0.10990433394908905,0.08533675968647003,0.059291403740644455,0.02595507726073265,0.015066435560584068,0.007893813773989677,0.006788717117160559,5,6,7,11,27,9
8,90,0.2680666446685791,0.1968127191066742,0.169793963432312,0.10526935011148453,0.08624837547540665,0.05609668418765068,0.025009039789438248,0.014763384126126766,0.009720365516841412,0.007702046073973179,5,6,7,12,29,9
9,90,0.28114089369773865,0.1837271898984909,0.16121812164783478,0.09721069037914276,0.08863741904497147,0.05445539206266403,0.025605829432606697,0.01644011028110981,0.011499268002808094,0.01018215250223875,5,6,8,14,30,9
10,90,0.32506757974624634,0.15970228612422943,0.1515112817287445,0.09317541867494583,0.0781223326921463,0.04948587715625763,0.023199474439024925,0.01839427649974823,0.013259789906442165,0.010674228891730309,5,6,9,14,31,9
11,90,0.3952334225177765,0.14317062497138977,0.12372201681137085,0.0743403509259224,0.07116667181253433,0.0426652617752552,0.029263237491250038,0.016438070684671402,0.01367212738841772,0.010593407787382603,5,6,9,14,31,9
0,90,0.26504480838775635,0.21585145592689514,0.19069664180278778,0.1203983873128891,0.09005461633205414,0.060127224773168564,0.030405571684241295,0.0193502027541399,0.0008231489337049425,0.0007152405451051891,5,5,6,7,8,10
1,90,0.2568592131137848,0.22082479298114777,0.19028329849243164,0.12248749285936356,0.08973617851734161,0.058985386043787,0.031985923647880554,0.019000805914402008,0.0010481231147423387,0.0008395992917940021,5,5,6,7,8,10
2,90,0.2593156695365906,0.22301267087459564,0.18277785181999207,0.11418876051902771,0.09012246131896973,0.061808548867702484,0.03166726604104042,0.018563162535429,0.001852051354944706,0.0015425581950694323,5,5,6,7,15,10
3,90,0.25617870688438416,0.21468204259872437,0.17880016565322876,0.11632651090621948,0.09078799188137054,0.0657057985663414,0.031038397923111916,0.01833701692521572,0.002934850286692381,0.0021889503113925457,5,5,6,7,21,10
4,90,0.26649314165115356,0.21758359670639038,0.16584371030330658,0.11247286945581436,0.08558503538370132,0.06472095102071762,0.03182590752840042,0.01737910881638527,0.004120674449950457,0.00305227842181921,5,6,6,8,25,10
5,90,0.2664586305618286,0.22377587854862213,0.16169661283493042,0.11064909398555756,0.08724779635667801,0.06306849420070648,0.027722274884581566,0.016950426623225212,0.003998223692178726,0.003530235029757023,5,6,6,8,26,10
6,90,0.26881060004234314,0.22150981426239014,0.16444967687129974,0.10776787996292114,0.08660832792520523,0.059634312987327576,0.025128532201051712,0.015708332881331444,0.0048563843593001366,0.004281211644411087,5,6,6,9,28,10
7,90,0.2657727301120758,0.2061499059200287,0.1693623811006546,0.1117146909236908,0.08397159725427628,0.059089090675115585,0.025851665064692497,0.015026973560452461,0.007615096867084503,0.0056605106219649315,5,6,7,10,31,10
