metric,mean_sent,mean_null,diff_mean,diff_ci_low,diff_ci_high,p_two_sided,cohens_d,n_sent,n_null,layer
k95,14.05,12.28,1.7700000000000014,1.3497499999999996,2.2302500000000003,0.0,1.1380960308478858,100,100,9
k95,16.01,13.16,2.8500000000000014,2.379749999999999,3.3100000000000005,0.0,1.6178611598895223,100,100,10
k95,16.19,12.92,3.2700000000000014,2.75975,3.7399999999999984,0.0,1.8321107298730759,100,100,11
k99,8.17,8.09,0.08000000000000007,-0.009999999999999787,0.17999999999999972,0.104,0.23838018396591487,100,100,0
k99,8.39,8.74,-0.34999999999999964,-0.5402500000000009,-0.17975,0.0,-0.5052080649472247,100,100,1
k99,13.61,13.79,-0.17999999999999972,-0.6802499999999997,0.31024999999999847,0.528,-0.09570579436370581,100,100,2
k99,18.6,18.02,0.5800000000000018,-0.14000000000000057,1.3002500000000003,0.114,0.22670692698214998,100,100,3
k99,22.16,21.54,0.620000000000001,-0.1700000000000017,1.4502499999999992,0.16,0.20055411855064573,100,100,4
k99,24.13,22.92,1.2099999999999973,0.25,2.0202500000000025,0.016,0.3692052883758065,100,100,5
k99,25.97,24.79,1.1799999999999997,0.21000000000000085,2.129999999999999,0.02,0.3302699192850746,100,100,6
k99,28.17,26.92,1.25,0.13949999999999715,2.3002500000000006,0.03,0.3268760289945645,100,100,7
k99,30.49,28.52,1.9699999999999989,0.8497499999999979,3.1102499999999993,0.0,0.4782251521202933,100,100,8
k99,32.17,30.07,2.1000000000000014,0.8987500000000022,3.1904999999999974,0.0,0.477563094893212,100,100,9
k99,33.94,30.56,3.379999999999999,2.009999999999998,4.540499999999999,0.0,0.7400474188637011,100,100,10
k99,33.72,30.1,3.6199999999999974,2.3997499999999987,4.920250000000001,0.0,0.8040775342956585,100,100,11
