layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,boot_id
0,90,0.27315962314605713,0.20820598304271698,0.15375587344169617,0.1248241513967514,0.098737932741642,0.07998435199260712,0.03978796303272247,0.0140847098082304,0.001005984260700643,0.0006430986686609685,5,6,7,0
1,90,0.2542516887187958,0.21593190729618073,0.16762152314186096,0.12088575214147568,0.10036742687225342,0.08080446720123291,0.036298297345638275,0.014967449009418488,0.0011703073978424072,0.0006931336247362196,5,6,7,0
2,90,0.2628493309020996,0.2189052551984787,0.16343851387500763,0.11175476014614105,0.09050058573484421,0.0827731192111969,0.03544997051358223,0.015698160976171494,0.0033221442718058825,0.0017255148850381374,6,6,7,0
3,90,0.2632744014263153,0.21083104610443115,0.1575576663017273,0.11244537681341171,0.092445507645607,0.08231741189956665,0.03331666812300682,0.016741538420319557,0.006213631946593523,0.0031765056774020195,6,6,7,0
4,90,0.2668050527572632,0.20970061421394348,0.1502004712820053,0.10682633519172668,0.08988284319639206,0.08233735710382462,0.03372623398900032,0.01729028858244419,0.008674145676195621,0.004470585845410824,6,6,8,0
5,90,0.27755066752433777,0.20041045546531677,0.14499300718307495,0.10349356383085251,0.09277935326099396,0.08086416870355606,0.03340616449713707,0.017877409234642982,0.009263292886316776,0.004942510277032852,6,6,8,0
6,90,0.2892765700817108,0.19165119528770447,0.14129997789859772,0.10321471840143204,0.08946526050567627,0.08057526499032974,0.03219079598784447,0.01786370947957039,0.009445730596780777,0.005272317212074995,6,7,9,0
7,90,0.2986433506011963,0.18796153366565704,0.13570977747440338,0.10185819119215012,0.08615431189537048,0.07880242168903351,0.03229473903775215,0.017598476260900497,0.009773915633559227,0.006102896295487881,6,7,10,0
8,90,0.30484747886657715,0.1843198835849762,0.13311192393302917,0.09782151877880096,0.08327214419841766,0.07654879987239838,0.03263472020626068,0.017019806429743767,0.011010080575942993,0.007638929877430201,6,7,11,0
9,90,0.3133370876312256,0.1784874051809311,0.12979145348072052,0.09437245875597,0.08003807067871094,0.07162920385599136,0.03358379378914833,0.01649370789527893,0.012299834750592709,0.008781570009887218,6,7,12,0
10,90,0.3064565360546112,0.17699535191059113,0.13310475647449493,0.0896429568529129,0.0771477073431015,0.06753871589899063,0.03274978697299957,0.017119843512773514,0.013895070180296898,0.01065904088318348,6,8,14,0
11,90,0.35034090280532837,0.16525791585445404,0.12465355545282364,0.08276466280221939,0.07245003432035446,0.048941317945718765,0.029468147084116936,0.023479146882891655,0.013360905461013317,0.011289733462035656,7,9,14,0
0,90,0.2713293433189392,0.2104271948337555,0.15445701777935028,0.12334984540939331,0.09991081804037094,0.07877295464277267,0.0396345891058445,0.014202750287950039,0.0017548457253724337,0.0009827247122302651,5,6,7,1
1,90,0.25377869606018066,0.21742083132266998,0.16801698505878448,0.11921942234039307,0.10229981690645218,0.08003712445497513,0.03604888170957565,0.015123654156923294,0.0015665160026401281,0.0010285918833687901,5,6,7,1
2,90,0.2621647119522095,0.22045576572418213,0.16443248093128204,0.1109686866402626,0.09221581369638443,0.08219680935144424,0.03552517294883728,0.015769654884934425,0.0037002614699304104,0.0023083973210304976,5,6,7,1
3,90,0.2631737291812897,0.21503019332885742,0.15866653621196747,0.1111735925078392,0.09316938370466232,0.08173336833715439,0.03328393027186394,0.01673799194395542,0.006350373383611441,0.003486654721200466,6,6,7,1
4,90,0.26831290125846863,0.21233496069908142,0.15213043987751007,0.10664328187704086,0.09214846789836884,0.08158212155103683,0.033918824046850204,0.017423728480935097,0.0084711704403162,0.0054093641228973866,6,6,8,1
5,90,0.27971571683883667,0.20279717445373535,0.146042600274086,0.10431056469678879,0.0934232696890831,0.08098684996366501,0.033804867416620255,0.0176721028983593,0.008516660891473293,0.006314736325293779,6,6,8,1
6,90,0.29090797901153564,0.19608594477176666,0.1438562572002411,0.10595905035734177,0.08754527568817139,0.07944328337907791,0.03252791613340378,0.017708078026771545,0.0096824299544096,0.006123729981482029,6,6,8,1
7,90,0.30109259486198425,0.19104847311973572,0.1415422260761261,0.1052173525094986,0.08374374359846115,0.07711800187826157,0.032244548201560974,0.017370838671922684,0.011073576286435127,0.006372722331434488,6,7,9,1
8,90,0.3097960948944092,0.18707886338233948,0.14045284688472748,0.10095173865556717,0.07948004454374313,0.0764680728316307,0.032822418957948685,0.017012247815728188,0.012688682414591312,0.007044160272926092,6,7,9,1
9,90,0.3164531886577606,0.18546225130558014,0.1354970932006836,0.09856364130973816,0.07562866806983948,0.07367482781410217,0.0331571064889431,0.017096392810344696,0.014103737659752369,0.008281723596155643,6,7,10,1
10,90,0.31228500604629517,0.18646728992462158,0.1351412683725357,0.09599471837282181,0.07379363477230072,0.06915373355150223,0.03273104131221771,0.018943503499031067,0.016401100903749466,0.009590402245521545,6,7,10,1
11,90,0.3673059046268463,0.1601991057395935,0.12689383327960968,0.09210680425167084,0.07122208178043365,0.051554787904024124,0.03142214193940163,0.02090081013739109,0.016491644084453583,0.01030830666422844,6,7,11,1
0,90,0.27278420329093933,0.20855095982551575,0.153573140501976,0.12421829998493195,0.09877951443195343,0.07968296855688095,0.039711467921733856,0.014102070592343807,0.0009831824572756886,0.0008204813930206001,5,6,7,2
1,90,0.25380373001098633,0.21576416492462158,0.16752465069293976,0.12006685137748718,0.10099955648183823,0.0809137150645256,0.036190398037433624,0.015007604844868183,0.0011783717200160027,0.0007496720645576715,5,6,7,2
2,90,0.2627928555011749,0.21776026487350464,0.16320520639419556,0.11109469830989838,0.09103725850582123,0.08250533789396286,0.035476211458444595,0.015742018818855286,0.0037454012781381607,0.0018623241921886802,6,6,7,2
3,90,0.26218611001968384,0.2117290496826172,0.15769805014133453,0.11130912601947784,0.09268159419298172,0.08173975348472595,0.033235084265470505,0.0167787354439497,0.006010535638779402,0.0031532919965684414,6,6,7,2
4,90,0.2649621367454529,0.2114977240562439,0.15107224881649017,0.1063530296087265,0.09010466188192368,0.08084981143474579,0.033516544848680496,0.017250647768378258,0.008221013471484184,0.0045736017636954784,6,6,8,2
5,90,0.27411308884620667,0.2012905776500702,0.1459013670682907,0.10311637073755264,0.09356804192066193,0.07979054749011993,0.03330215439200401,0.01764994114637375,0.009290974587202072,0.0051135835237801075,6,7,9,2
6,90,0.2830859124660492,0.19431568682193756,0.14230281114578247,0.10388664901256561,0.08963040262460709,0.07865287363529205,0.03216954320669174,0.017684828490018845,0.010381762869656086,0.005727695766836405,6,7,9,2
7,90,0.2913452386856079,0.19055135548114777,0.1379641443490982,0.10304640233516693,0.08634307235479355,0.07674995809793472,0.032149940729141235,0.01715766452252865,0.011282284744083881,0.005406468641012907,6,7,10,2
8,90,0.29626575112342834,0.18765889108181,0.13528913259506226,0.09982290863990784,0.0815320834517479,0.07596518844366074,0.03241352364420891,0.016392037272453308,0.013406295329332352,0.007015843875706196,6,7,11,2
9,90,0.3009975850582123,0.18388445675373077,0.13155388832092285,0.09661774337291718,0.0785193145275116,0.07177826017141342,0.032992761582136154,0.016076626256108284,0.01531899068504572,0.008404243737459183,6,8,13,2
10,90,0.2932650148868561,0.18407848477363586,0.13342469930648804,0.09155923873186111,0.07641922682523727,0.06761761009693146,0.03234529495239258,0.017760515213012695,0.016186632215976715,0.010624642483890057,7,9,15,2
11,90,0.33012959361076355,0.17503075301647186,0.12859715521335602,0.08103661239147186,0.07408741861581802,0.05017876997590065,0.028501374647021294,0.02433033101260662,0.01647718995809555,0.01062103547155857,7,9,15,2
0,90,0.2728904187679291,0.20777356624603271,0.15347743034362793,0.12523767352104187,0.09876938164234161,0.08025707304477692,0.039680879563093185,0.0140219172462821,0.000994270434603095,0.0008824431570246816,5,6,7,3
1,90,0.2552177309989929,0.21367806196212769,0.16691254079341888,0.1209937110543251,0.10077331960201263,0.08129777014255524,0.03608620539307594,0.014982945285737514,0.0014832672895863652,0.0011705785291269422,5,6,7,3
2,90,0.26157146692276,0.21617093682289124,0.1622997522354126,0.1117781326174736,0.0903424397110939,0.08307858556509018,0.03523232787847519,0.015565534122288227,0.0046484763734042645,0.003384833224117756,6,6,7,3
